review_bucket,dayzer_bus,pano_bus,dayzer_kv,pano_kv,distance_km,name_score,voltage_score,topology_score,composite_score,propagation_score,match_stage,confidence_label,ambiguity_flag,latlon_baseline_pano_bus,graph_aware_pano_bus,review_label,review_notes
high_confidence,JCKCNTY5,JCKCNTY2_345KV_1,345,345,0.8952660767,0.4,1,0.4181818182,0.7205035005,0.8987625204,propagated,high,FALSE,JCKCNTY2_18KV_2,JCKCNTY2_345KV_1,1,
high_confidence,OZONA2A,OZONA_69KV_1,69,69,0.1199742808,0.3157894737,1,0.8,0.7871531411,0.8967502616,propagated,high,FALSE,OZONA_69KV_1,OZONA_69KV_1,1,
high_confidence,BROOKHTP4A,BROOKTAP_138KV_1,138,138,5.918140555,0.3230769231,1,0.8,0.7139262056,0.894026868,propagated,high,FALSE,BROOKHOL_69KV_2,BROOKTAP_138KV_1,1,
high_confidence,W_DENT_T1,W_DENT_12KV_2,12.4,12.4,7.22209474,0.5363636364,1,0.95,0.7831627099,0.8938771511,top_ranked_unpropagated,high,FALSE,POCKRUSC_138KV_1,W_DENT_12KV_2,1,
high_confidence,ARGYLE1_8,ARGYL_138KV_1,138,138,3.017542791,0.4318181818,1,0.8,0.7759405494,0.8886771956,top_ranked_unpropagated,high,FALSE,LWSVH_138KV_1,ARGYL_138KV_1,1,
high_confidence,S_LANE__B138,LC_138KV_1,138,138,6.636081871,0.3035714286,1,0.8166666667,0.7045145596,0.8872504829,propagated,high,FALSE,LAN_CTY_138KV_2,LC_138KV_1,1,
high_confidence,PATTSNST,PATTSNST_138KV_1,138,138,11.13743187,0.4833333333,1,0.8,0.7027329841,0.8859677486,propagated,high,FALSE,JOHNSON_69KV_1,PATTSNST_138KV_1,-1,
high_confidence,CRESLENN1_1,CRESW_1KV_1,1,1,5.968054928,0.5397727273,1,0.8,0.767543914,0.8826316181,top_ranked_unpropagated,high,FALSE,KERNS_138KV_1,CRESW_1KV_1,1,
high_confidence,MELNCRK4A,MELONCRE_138KV_1,138,138,7.765344572,0.336,1,0.8,0.6974693229,0.8821779125,top_ranked_unpropagated,high,FALSE,MELONCRE_138KV_1,MELONCRE_138KV_1,1,
high_confidence,CHAMPI_UNIT1,CHAMPION_34KV_1,34.5,34.5,5.451194169,0.4305555556,1,0.9,0.7660672781,0.8815684403,propagated,high,FALSE,CHAMPION_345KV_1,CHAMPION_34KV_1,1,
high_confidence,TNCADDO___1,CADDOTN_138KV_1,138,138,13.60976294,0.4875,1,0.84,0.6917859247,0.8780858658,propagated,high,FALSE,TNPRXAIR_69KV_1,CADDOTN_138KV_1,-1,
high_confidence,DESSW1_3,DESSW_13KV_1,13.8,13.8,5.974609573,0.47,1,0.85,0.7600277907,0.8772200093,propagated,high,FALSE,PADRA_138KV_1,DESSW_13KV_1,1,
high_confidence,HINDES4A,HINDES_138KV_1,138,138,8.583287895,0.3272727273,1,0.8,0.687134049,0.8747365153,propagated,high,FALSE,HINDES_138KV_1,HINDES_138KV_1,1,
high_confidence,CHAMPION_8,CHAMP_138KV_1,138,138,3.805412814,0.3652173913,1,0.8,0.7493249544,0.8695139672,propagated,high,FALSE,KLPOD_138KV_1,CHAMP_138KV_1,1,
high_confidence,L_DESEME8_1Y,DESEME_138KV_1,138,138,2.137854677,0.4192307692,1,0.62,0.7483943102,0.8688439033,top_ranked_unpropagated,high,FALSE,DESEME_138KV_2,DESEME_138KV_1,1,
high_confidence,VISTRON_TG2,VISTRON_13KV_1,13.8,13.8,0.3713151278,0.4465,1,0.44,0.7441066577,0.8657567935,propagated,high,FALSE,VISTRON_13KV_1,VISTRON_13KV_1,1,
high_confidence,WCRSTLCTYSB9,WCRYSTS_69KV_1,69,69,3.434417228,0.3230769231,1,0.8,0.7434335012,0.8652721209,top_ranked_unpropagated,high,FALSE,CRSTLSW_69KV_1,WCRYSTS_69KV_1,1,
high_confidence,LAKEKEMPSW,LKKEMPSW_69KV_1,69,69,15.42814886,0.384,1,0.92,0.6687085587,0.8614701623,propagated,high,FALSE,AJAXWIND_34KV_2,LKKEMPSW_69KV_1,-1,
high_confidence,SKYLIN1_8,SKYLINE_138KV_2,138,138,11.25129704,0.4,1,0.71,0.6629237623,0.8573051089,propagated,high,FALSE,A0_138KV_1,SKYLINE_138KV_2,-1,
high_confidence,MDLTHELP_S5,MDANP_345KV_1,345,345,0.2577036186,0.25,1,0.6125,0.7311592433,0.8564346552,propagated,high,FALSE,MDANP_21KV_5,MDANP_345KV_1,1,
high_confidence,BRYN_KURTEN,KURTEN_138KV_1,138,138,14.10386935,0.3505,1,0.8444444444,0.6547177858,0.8513968058,propagated,high,FALSE,SUT_69KV_1,KURTEN_138KV_1,-1,
