dayzer_bus,pano_bus,dayzer_bus_id,pano_bus_id,dayzer_kv,pano_kv,distance_km,name_score,voltage_score,topology_score,composite_score,propagation_score,propagation_consistency_score,propagation_support_count,propagation_support_ratio,propagation_score_gap,match_stage,propagation_iteration,accepted_graph_match,one_to_one_conflict_flag,confidence_label,ambiguity_flag,score_gap_to_second_best,degree_dayzer,degree_pano,neighbor_voltage_overlap,neighbor_token_overlap
BELAIR_SVC_8,,1_6556,,138.0,138.0,3.900025895235551,0.28152173913043477,1.0,0.8,0.7272305125871618,0.5236059690627565,0.0,0,0.0,0.0035246432002491446,one_to_one_conflict,-1,False,True,ambiguous,True,0.004895337778123787,1,1,1.0,0.0
JORDAN48TP_8,,1_6825,,138.0,138.0,1.6474245364679823,0.1636363636363636,1.0,0.8,0.7271880973008091,0.5235754300565826,0.0,0,0.0,0.007795367366305039,one_to_one_conflict,-1,False,True,ambiguous,True,0.010826899119868005,3,3,1.0,0.0
HAMILTON1C,,1_7568,,19.5,19.5,0.19806076705676467,0.507,1.0,0.26666666666666666,0.7271270839131267,0.5235315004174512,0.0,0,0.0,0.01374248178380899,one_to_one_conflict,-1,False,True,ambiguous,True,0.019086780255290314,3,1,0.3333333333333333,0.0
FORMOS_10_9,,1_8068,,69.0,69.0,1.4597462428516241,0.384,1.0,0.5107692307692308,0.7270376335768676,0.5234670961753446,0.0,0,0.0,0.010079418432200948,one_to_one_conflict,-1,False,True,ambiguous,True,0.013999192266945792,3,5,0.6,0.15384615384615385
FORMOS_11_9,,1_8069,,69.0,69.0,1.4597462428516241,0.384,1.0,0.5107692307692308,0.7270376335768676,0.5234670961753446,0.0,0,0.0,0.010079418432200948,one_to_one_conflict,-1,False,True,ambiguous,True,0.013999192266945792,3,5,0.6,0.15384615384615385
FORMOS_12_9,,1_8070,,69.0,69.0,1.4597462428516241,0.384,1.0,0.5107692307692308,0.7270376335768676,0.5234670961753446,0.0,0,0.0,0.010079418432200948,one_to_one_conflict,-1,False,True,ambiguous,True,0.013999192266945792,3,5,0.6,0.15384615384615385
RANGER_X84B8,,1_5977,,138.0,138.0,1.6620621529615873,0.1636363636363636,1.0,0.8,0.7269859679700825,0.5234298969384594,0.0,0,0.0,0.009646211122828374,one_to_one_conflict,-1,False,True,ambiguous,True,0.013397515448372754,2,2,1.0,0.0
L_WOLFLA8_1Y,,1_3633,,138.0,138.0,3.389424815749904,0.23461538461538461,1.0,0.8250000000000001,0.72688715518378,0.5233587517323216,0.0,0,0.0,0.0013702177515587666,one_to_one_conflict,-1,False,True,ambiguous,True,0.0019030802104982314,2,2,1.0,0.125
SEABOK96T1_8,,1_6226,,138.0,138.0,2.227444065434945,0.19402173913043477,1.0,0.8,0.7268871483169894,0.5233587467882324,0.0,0,0.0,0.01943906420736996,one_to_one_conflict,-1,False,True,ambiguous,True,0.026998700288013877,2,2,1.0,0.0
WATAGAN_T8,,1_1271,,138.0,138.0,2.5052441338357787,0.20869565217391303,1.0,0.8,0.7268535739411196,0.5233345732376061,0.0,0,0.0,0.017706174110173944,one_to_one_conflict,-1,False,True,ambiguous,True,0.02459190848635262,3,3,1.0,0.0
WATAGAS_T8,,1_1272,,138.0,138.0,2.5052441338357787,0.20869565217391303,1.0,0.8,0.7268535739411196,0.5233345732376061,0.0,0,0.0,0.017706174110173944,one_to_one_conflict,-1,False,True,ambiguous,True,0.02459190848635262,3,3,1.0,0.0
PRCKSW1_8,,1_1563,,138.0,138.0,7.242724530011848,0.43181818181818177,1.0,0.8,0.7268108021120758,0.5233037775206946,0.0,0,0.0,0.033320769666652705,one_to_one_conflict,-1,False,True,ambiguous,True,0.04627884675923988,6,6,1.0,0.0
ODEM2A,,1_4324,,69.0,69.0,0.03150685623529797,0.2823529411764706,1.0,0.5333333333333333,0.7267826711776011,0.5232835232478728,0.0,0,0.0,0.00848834090604833,one_to_one_conflict,-1,False,True,ambiguous,True,0.011789362369511558,3,2,0.6666666666666666,0.0
FLUVANNA_W1,,1_10391,,34.5,34.5,2.3315356344191867,0.5990384615384615,1.0,0.3,0.7267481438518999,0.5232586635733679,0.0,0,0.0,0.022229616142441788,one_to_one_conflict,-1,False,True,ambiguous,True,0.03087446686450246,3,1,0.3333333333333333,0.16666666666666666
PORT_SLR_S1,,1_9508,,34.5,34.5,1.3035758632287326,0.43974358974358974,1.0,0.4285714285714286,0.7267201642801441,0.5232385182817038,0.0,0,0.0,0.07068707479936409,one_to_one_conflict,-1,False,True,ambiguous,True,0.09817649277689455,2,1,0.5,0.14285714285714285
TMPCR1_2,,1_5480,,1.0,1.0,6.293491903961193,0.3907894736842105,1.0,0.8,0.7267052853356679,0.5232278054416809,0.0,0,0.0,0.003768302393971301,one_to_one_conflict,-1,False,True,ambiguous,True,0.005233753324960122,3,3,1.0,0.0
EULTRIN1_8,,1_1416,,138.0,138.0,2.753320625094804,0.20652173913043476,1.0,0.8181818181818182,0.7266836964391733,0.5232122614362048,0.0,0,0.0,0.010204229592298164,one_to_one_conflict,-1,False,True,ambiguous,True,0.014172541100413993,3,3,1.0,0.09090909090909091
SOLARA_UNIT1,,1_8975,,34.5,34.5,2.9957474395931394,0.5215,1.0,0.44000000000000006,0.7266423019548456,0.5231824574074888,0.0,0,0.0,0.05340193242184882,one_to_one_conflict,-1,False,True,ambiguous,True,0.07416935058590113,2,1,0.5,0.2
BRDGPORT_T8,,1_945,,138.0,138.0,4.809810303909904,0.32307692307692304,1.0,0.8,0.7266418615988476,0.5231821403511703,0.0,0,0.0,0.010144624627933863,one_to_one_conflict,-1,False,True,ambiguous,True,0.01408975642768584,3,3,1.0,0.0
ESIDE2T_8,,1_1794,,138.0,138.0,2.70251918124536,0.21818181818181817,1.0,0.8,0.7266272144000154,0.5231715943680111,0.0,0,0.0,0.004589900847018602,one_to_one_conflict,-1,False,True,ambiguous,True,0.006374862287525818,3,3,1.0,0.0
FOXTROT_W1,,1_9946,,34.5,34.5,2.1290107512443566,0.5874999999999999,1.0,0.3,0.7265808544274968,0.5231382151877977,0.0,0,0.0,0.023064750025922676,one_to_one_conflict,-1,False,True,ambiguous,True,0.032034375036003704,3,1,0.3333333333333333,0.16666666666666666
COIT2_8,,1_1695,,138.0,138.0,0.9153118751399917,0.12,1.0,0.8,0.7265797568687103,0.5231374249454714,0.0,0,0.0,0.002077109326147686,one_to_one_conflict,-1,False,True,ambiguous,True,0.0028848740640939896,2,2,1.0,0.0
MATHIS2B,,1_4085,,69.0,69.0,2.6436720604552684,0.3428571428571428,1.0,0.64,0.7265683190123535,0.5231291896888945,0.0,0,0.0,0.016455207940658467,one_to_one_conflict,-1,False,True,ambiguous,True,0.022854455473136692,5,4,0.8,0.0
ETHYL__X_B69,,1_6001,,69.0,69.0,3.260827814445294,0.24642857142857139,1.0,0.8,0.7264739500419684,0.5230612440302171,0.0,0,0.0,0.015123231904812573,one_to_one_conflict,-1,False,True,ambiguous,True,0.02100448875668426,2,2,1.0,0.0
SGAL_BES_B1,,1_8781,,34.5,34.5,5.849402774599843,0.6365384615384615,1.0,0.4666666666666667,0.7263932088215312,0.5230031103515025,0.0,0,0.0,0.02138149514310861,one_to_one_conflict,-1,False,True,ambiguous,True,0.029696521032095302,2,1,0.5,0.3333333333333333
STLHS_SL_5,,1_9621,,345.0,345.0,11.716915665217355,0.5615384615384615,1.0,0.8444444444444444,0.7262639653353664,0.5229100550414638,0.0,0,0.0,0.07314805085046011,one_to_one_conflict,-1,False,True,ambiguous,True,0.10159451507008344,2,2,1.0,0.2222222222222222
MEMC_SW_3_8,,1_1040,,138.0,138.0,3.7471652680813774,0.25,1.0,0.8250000000000001,0.7262439890819673,0.5228956721390164,0.0,0,0.0,0.04871867960253773,one_to_one_conflict,-1,False,True,ambiguous,True,0.06766483278130242,2,2,1.0,0.125
P_BLOCKH8_1_,,1_7308,,138.0,138.0,5.708005839522868,0.33999999999999997,1.0,0.8285714285714286,0.7262282725008042,0.522884356200579,0.0,0,0.0,0.008318936210122474,one_to_one_conflict,-1,False,True,ambiguous,True,0.011554078069614504,2,2,1.0,0.14285714285714285
MIDTWN_RCTR2,,1_6621,,138.0,138.0,0.6725015164762385,0.10434782608695652,1.0,0.8,0.7261671456034429,0.5228403448344788,0.0,0,0.0,0.03251323919051552,one_to_one_conflict,-1,False,True,ambiguous,True,0.04515727665349378,2,2,1.0,0.0
SPLAIN1_G2,,1_8947,,34.5,34.5,1.5719793583751105,0.6124999999999999,1.0,0.2285714285714286,0.7261624562385558,0.5228369684917602,0.0,0,0.0,0.018406989602891444,one_to_one_conflict,-1,False,True,ambiguous,True,0.02556526333734921,4,1,0.25,0.14285714285714285
FLUVANNA_W2,,1_10394,,34.5,34.5,2.3754812956780924,0.5990384615384615,1.0,0.3,0.726162138525859,0.5228367397386184,0.0,0,0.0,0.021385768472942823,one_to_one_conflict,-1,False,True,ambiguous,True,0.029702456212420625,3,1,0.3333333333333333,0.16666666666666666
PAP1_CB3,,1_9727,,34.5,34.5,3.655464785407807,0.4914473684210526,1.0,0.5166666666666667,0.7260822803177809,0.5227792418288022,0.0,0,0.0,0.08801019485919337,one_to_one_conflict,-1,False,True,ambiguous,True,0.12223638174887974,1,1,0.0,0.3333333333333333
PAP1_CB4,,1_9728,,34.5,34.5,3.655464785407807,0.4914473684210526,1.0,0.5166666666666667,0.7260822803177809,0.5227792418288022,0.0,0,0.0,0.09702338226431556,one_to_one_conflict,-1,False,True,ambiguous,True,0.13475469758932723,1,1,0.0,0.3333333333333333
LEW_JNSW_P8,,1_1222,,138.0,138.0,2.7082356120354603,0.19999999999999998,1.0,0.8200000000000001,0.7260068619467107,0.5227249406016317,0.0,0,0.0,0.0039019487867369973,one_to_one_conflict,-1,False,True,ambiguous,True,0.005419373314912601,3,3,1.0,0.1
FLOWERII_G1,,1_8742,,34.5,34.5,2.3876231613224,0.5990384615384615,1.0,0.3,0.7260004564267186,0.5227203286272374,0.0,0,0.0,0.1460377086526491,one_to_one_conflict,-1,False,True,ambiguous,True,0.20283015090645706,3,1,0.3333333333333333,0.16666666666666666
MSN_110564,,1_7873,,34.5,34.5,1.7941522801071985,0.3625,1.0,0.5555555555555556,0.7259956446169509,0.5227168641242046,0.0,0,0.0,0.03854915227129013,one_to_one_conflict,-1,False,True,ambiguous,True,0.05354048926568078,3,2,0.6666666666666666,0.1111111111111111
MIDTWN90LR8A,,1_6622,,138.0,138.0,0.6848609141217881,0.10434782608695652,1.0,0.8,0.7259879401606312,0.5227113169156544,0.0,0,0.0,0.03247739924131543,one_to_one_conflict,-1,False,True,ambiguous,True,0.04510749894627142,2,2,1.0,0.0
CHENIRE4A,,1_4187,,138.0,138.0,1.6124320311740976,0.15652173913043477,1.0,0.8,0.7258932490218123,0.5226431392957048,0.0,0,0.0,0.028239094602579617,one_to_one_conflict,-1,False,True,ambiguous,True,0.03922096472580505,2,2,1.0,0.0
L_KINGS19_1Y,,1_3749,,69.0,69.0,5.203045843226433,0.33799999999999997,1.0,0.8,0.7257802508896246,0.5225617806405297,0.0,0,0.0,0.09937643440777538,one_to_one_conflict,-1,False,True,ambiguous,True,0.1380228255663547,2,2,1.0,0.0
LCSES1_1,,1_5410,,1.0,1.0,9.52679639207082,0.5171052631578947,1.0,0.8,0.7255920359707041,0.522426265898907,0.0,0,0.0,3.447048681881615e-05,one_to_one_conflict,-1,False,True,ambiguous,True,4.7875676137287826e-05,3,3,1.0,0.0
THRNE1_8,,1_1775,,138.0,138.0,3.9824086309233895,0.2785714285714285,1.0,0.8,0.725478217027401,0.5223443162597287,0.0,0,0.0,0.0023163087714049846,one_to_one_conflict,-1,False,True,ambiguous,True,0.0032170955158402625,2,2,1.0,0.0
BARSTOWNW_8,,1_591,,138.0,138.0,2.0334598062005433,0.17777777777777776,1.0,0.8,0.7254419142556703,0.5223181782640826,0.0,0,0.0,0.02287611136266199,one_to_one_conflict,-1,False,True,ambiguous,True,0.03177237689258616,2,2,1.0,0.0
WALKER_X85T8,,1_6110,,138.0,138.0,3.6340688528645737,0.2608695652173913,1.0,0.8,0.7253719676100088,0.5222678166792063,0.0,0,0.0,0.0027022617663553516,one_to_one_conflict,-1,False,True,ambiguous,True,0.0037531413421602045,2,2,1.0,0.0
CONAN2A,,1_7179,,69.0,69.0,1.7805195747747902,0.1636363636363636,1.0,0.8,0.7253556331137965,0.5222560558419335,0.0,0,0.0,0.02195115940159209,one_to_one_conflict,-1,False,True,ambiguous,True,0.03048772139110012,3,3,1.0,0.0
GULFGT91TP_8,,1_6680,,138.0,138.0,0.8165578026473063,0.10909090909090909,1.0,0.8,0.7252710293414447,0.5221951411258402,0.0,0,0.0,0.027368102465031574,one_to_one_conflict,-1,False,True,ambiguous,True,0.03801125342365497,3,3,1.0,0.0
RACEWAY_P8,,1_5223,,138.0,138.0,2.629621384555989,0.20869565217391303,1.0,0.8,0.7252126750645682,0.5221531260464891,0.0,0,0.0,0.04113737865217909,one_to_one_conflict,-1,False,True,ambiguous,True,0.057135248128026506,3,3,1.0,0.0
BUSCH__S08_8,,1_5960,,138.0,138.0,3.8899621744322666,0.2727272727272727,1.0,0.8,0.725156138755528,0.5221124199039802,0.0,0,0.0,0.014025443467099219,one_to_one_conflict,-1,False,True,ambiguous,True,0.019479782593193384,2,2,1.0,0.0
LGNVISTA1_8,,1_960,,138.0,138.0,2.6592296971048572,0.18333333333333332,1.0,0.8333333333333334,0.7251496434268614,0.5221077432673402,0.0,0,0.0,0.01013883198141663,one_to_one_conflict,-1,False,True,ambiguous,True,0.014081711085300874,2,2,1.0,0.16666666666666666
H_O_C_25TP_8,,1_6689,,138.0,138.0,1.7956269258749198,0.1636363636363636,1.0,0.8,0.7251484033773945,0.522106850431724,0.0,0,0.0,0.04926471788303133,one_to_one_conflict,-1,False,True,ambiguous,True,0.06842321928198802,3,3,1.0,0.0
TUCKER_X06B8,,1_6126,,138.0,138.0,1.8029605072148545,0.1636363636363636,1.0,0.8,0.7250478639961345,0.5220344620772168,0.0,0,0.0,0.007948944413870618,one_to_one_conflict,-1,False,True,ambiguous,True,0.011040200574820358,2,2,1.0,0.0
PAIR___X88B8,,1_6082,,138.0,138.0,2.107942296923114,0.18,1.0,0.8,0.7249901183999815,0.5219928852479867,0.0,0,0.0,0.011557985840031093,one_to_one_conflict,-1,False,True,ambiguous,True,0.016052758111154253,2,2,1.0,0.0
POLK2T_8,,1_1969,,138.0,138.0,1.9514253343529648,0.1714285714285714,1.0,0.8,0.7249684521529993,0.5219772855501595,0.0,0,0.0,0.0155302128909377,one_to_one_conflict,-1,False,True,ambiguous,True,0.021569740126302306,3,3,1.0,0.0
CHANLV_C84_8,,1_5967,,138.0,138.0,0.8376021020689675,0.10909090909090909,1.0,0.8,0.7249681525900319,0.521977069864823,0.0,0,0.0,0.004803323035655449,one_to_one_conflict,-1,False,True,ambiguous,True,0.0066712819939659385,2,2,1.0,0.0
LIGSWSR3_8,,1_4936,,138.0,138.0,2.653454076207732,0.20869565217391303,1.0,0.8,0.7248994156616207,0.5219275792763669,0.0,0,0.0,0.00011467482376892324,one_to_one_conflict,-1,False,True,ambiguous,True,0.00015927058856790577,2,2,1.0,0.0
MAVCRK1_W_S2,,1_10458,,34.5,34.5,4.115780197742182,0.5361111111111111,1.0,0.48333333333333334,0.7248958859838847,0.521925037908397,0.0,0,0.0,0.00727329323903203,one_to_one_conflict,-1,False,True,ambiguous,True,0.010101796165322252,1,1,0.0,0.16666666666666666
L_NORTMC8_1Y,,1_7350,,138.0,138.0,0.18353729188358622,0.41923076923076924,1.0,0.36363636363636365,0.7247944993303566,0.5218520395178567,0.0,0,0.0,0.06075869230838166,one_to_one_conflict,-1,False,True,ambiguous,True,0.08438707265053003,5,11,0.45454545454545453,0.0
NEDIN7C,,1_4360,,345.0,345.0,0.46433016684294715,0.3,1.0,0.5333333333333333,0.7247819430255957,0.5218429989784289,0.0,0,0.0,0.03531524516441509,one_to_one_conflict,-1,False,True,ambiguous,True,0.04904895161724321,3,2,0.6666666666666666,0.0
LEON2_9,,1_977,,69.0,69.0,4.813657309731854,0.3157894736842105,1.0,0.8,0.7247746334446703,0.5218377360801626,0.0,0,0.0,0.06660039130759549,one_to_one_conflict,-1,False,True,ambiguous,True,0.09250054348277148,1,1,1.0,0.0
INDUST_S84_8,,1_6039,,138.0,138.0,1.823060207383786,0.1636363636363636,1.0,0.8,0.7247724970319601,0.5218361978630113,0.0,0,0.0,0.005023765961721827,one_to_one_conflict,-1,False,True,ambiguous,True,0.0069774527246136975,2,2,1.0,0.0
PAFFRD2_8,,1_1377,,138.0,138.0,0.046081907901928065,0.3818181818181818,1.0,0.4,0.7247641125531017,0.5218301610382332,0.0,0,0.0,0.0010588453683131327,one_to_one_conflict,-1,False,True,ambiguous,True,0.0014706185671016225,2,1,0.5,0.0
PRIDDY_W2,,1_9419,,34.5,34.5,2.016722394690196,0.5738636363636364,1.0,0.3,0.724690263633996,0.5217769898164771,0.0,0,0.0,0.023976686479500353,one_to_one_conflict,-1,False,True,ambiguous,True,0.0333009534437505,3,1,0.3333333333333333,0.16666666666666666
HEBRON,,1_340,,138.0,138.0,2.7297054378593146,0.21176470588235294,1.0,0.8,0.7246669272449596,0.5217601876163709,0.0,0,0.0,0.04874029837560817,one_to_one_conflict,-1,False,True,ambiguous,True,0.06769485885501136,2,2,1.0,0.0
KEECHI_CB1,,1_9341,,34.5,34.5,0.05226041644550559,0.5548913043478261,1.0,0.18333333333333335,0.7246066097971263,0.5217167590539309,0.0,0,0.0,0.10338156266530163,one_to_one_conflict,-1,False,True,ambiguous,True,0.1435855037018079,3,1,0.0,0.16666666666666666
HILO_W1,,1_8647,,34.5,34.5,1.103525549917012,0.4022727272727272,1.0,0.45,0.7244636774060726,0.5216138477323723,0.0,0,0.0,0.02131845847964975,one_to_one_conflict,-1,False,True,ambiguous,True,0.029608970110624577,1,1,0.0,0.0
SANDHS_SH_5A,,1_10080,,18.0,18.0,0.07445473911045392,0.3555555555555555,1.0,0.43333333333333335,0.7244408107072359,0.5215973837092098,0.0,0,0.0,0.06331713768391478,one_to_one_conflict,-1,False,True,ambiguous,True,0.08794046900543717,2,1,0.5,0.16666666666666666
QUANUM_X85B8,,1_6095,,138.0,138.0,2.6891311389825,0.20869565217391303,1.0,0.8,0.7244311697143185,0.5215904421943093,0.0,0,0.0,0.007867388482332038,one_to_one_conflict,-1,False,True,ambiguous,True,0.010926928447683504,2,2,1.0,0.0
RELOJ_R2,,1_9881,,34.5,34.5,2.1966799101210523,0.4225,1.0,0.5,0.7244198580398918,0.5215822977887221,0.0,0,0.0,0.192294638218514,one_to_one_conflict,-1,False,True,ambiguous,True,0.2670758864146028,1,1,0.0,0.25
CN3451_1,,1_5391,,1.0,1.0,10.695836946147855,0.5546052631578948,1.0,0.8,0.7243886792314341,0.5215598490466326,0.0,0,0.0,0.010990164911800271,one_to_one_conflict,-1,False,True,ambiguous,True,0.015264117933055932,3,3,1.0,0.0
LVBRD1T_8,,1_1956,,138.0,138.0,2.552915226429294,0.2011363636363636,1.0,0.8,0.7243336246452053,0.5215202097445478,0.0,0,0.0,0.016228359769432044,one_to_one_conflict,-1,False,True,ambiguous,True,0.02253938856865556,3,3,1.0,0.0
RELOJ_W2,,1_9876,,34.5,34.5,2.2063643240900896,0.4225,1.0,0.5,0.7242897335130287,0.5214886081293807,0.0,0,0.0,0.1922915903499265,one_to_one_conflict,-1,False,True,ambiguous,True,0.2670716532637868,1,1,0.0,0.25
PRIDDY_W1,,1_9418,,34.5,34.5,2.0472931917225194,0.5738636363636364,1.0,0.3,0.7242760030868833,0.521478722222556,0.0,0,0.0,0.02264916213684437,one_to_one_conflict,-1,False,True,ambiguous,True,0.031457169634506066,3,1,0.3333333333333333,0.16666666666666666
IRVHUNT2_8,,1_1436,,138.0,138.0,3.7242384265849084,0.2608695652173913,1.0,0.8,0.7242466895865858,0.5214576165023418,0.0,0,0.0,0.009170600896596048,one_to_one_conflict,-1,False,True,ambiguous,True,0.012736945689716617,2,2,1.0,0.0
JKLP_SLR_L3,,1_9964,,138.0,138.0,2.964495655535222,0.2222222222222222,1.0,0.8,0.7242267386758919,0.5214432518466422,0.0,0,0.0,2.6142391182482072e-05,one_to_one_conflict,-1,False,True,ambiguous,True,3.6308876642299204e-05,1,1,1.0,0.0
L_HEINES8_1Y,,1_7441,,138.0,138.0,2.2275702666600163,0.18333333333333332,1.0,0.8,0.7242133533680053,0.5214336144249638,0.0,0,0.0,0.0029303285597990225,one_to_one_conflict,-1,False,True,ambiguous,True,0.004069900777498581,2,2,1.0,0.0
BLSMT_C,,1_8876,,34.5,34.5,0.3779830578472285,0.3272727272727272,1.0,0.49,0.7242016767181105,0.5214252072370396,0.0,0,0.0,0.008327590193582868,one_to_one_conflict,-1,False,True,ambiguous,True,0.01156609749108728,1,1,0.0,0.2
DENTSW9,,1_458,,69.0,69.0,2.169275778361636,0.18,1.0,0.8,0.724163414967093,0.521397658776307,0.0,0,0.0,0.0020455956972339484,one_to_one_conflict,-1,False,True,ambiguous,True,0.002841105135047206,2,2,1.0,0.0
H_O_C___B138,,1_6563,,138.0,138.0,0.47261926329994597,0.3607142857142857,1.0,0.45466666666666666,0.7241057232520343,0.5213561207414646,0.0,0,0.0,0.03564382760324475,one_to_one_conflict,-1,False,True,ambiguous,True,0.049505316115617704,8,9,0.13333333333333333,0.04
MRSN_2T8,,1_1812,,138.0,138.0,2.024332705598294,0.1714285714285714,1.0,0.8,0.7239783119501126,0.5212643846040811,0.0,0,0.0,0.0008095754285953882,one_to_one_conflict,-1,False,True,ambiguous,True,0.0011244103174936626,3,3,1.0,0.0
CRGRNCH1_8,,1_1619,,138.0,138.0,3.7041772000592093,0.25869565217391305,1.0,0.8,0.7239531283040087,0.5212462523788862,0.0,0,0.0,0.004588417375994247,one_to_one_conflict,-1,False,True,ambiguous,True,0.006372801911103232,3,3,1.0,0.0
ROMA_SW4A,,1_4314,,138.0,138.0,0.40824254855543046,0.4,1.0,0.4,0.7239384369340829,0.5212356745925396,0.0,0,0.0,0.005860478464121521,one_to_one_conflict,-1,False,True,ambiguous,True,0.008139553422391144,4,2,0.5,0.0
LV1_LV1A,,1_9757,,34.5,34.5,3.4166348368976664,0.5375,1.0,0.43333333333333335,0.7239306857684107,0.5212300937532557,0.0,0,0.0,0.09022253433937227,one_to_one_conflict,-1,False,True,ambiguous,True,0.1253090754713504,2,1,0.5,0.16666666666666666
APPALOSA_L,,1_8766,,34.5,34.5,0.658490721661684,0.4945,1.0,0.3,0.7239084729780636,0.5212141005442058,0.0,0,0.0,0.10394685603231452,one_to_one_conflict,-1,False,True,ambiguous,True,0.14437063337821454,3,1,0.3333333333333333,0.16666666666666666
ODEHV3_1,,1_5437,,1.0,1.0,1.4334419586969147,0.26381578947368417,1.0,0.6431818181818182,0.7238411316580843,0.5211656147938206,0.0,0,0.0,0.013584917707527344,one_to_one_conflict,-1,False,True,ambiguous,True,0.018867941260454768,3,3,0.5,0.09090909090909091
SHDYGRV1_8,,1_1431,,138.0,138.0,2.69704361300493,0.20652173913043476,1.0,0.8,0.7237839567882179,0.5211244488875169,0.0,0,0.0,0.005084762466261772,one_to_one_conflict,-1,False,True,ambiguous,True,0.007062170092030251,2,2,1.0,0.0
UNDRWD21TP_8,,1_6783,,138.0,138.0,0.9250579669040623,0.10909090909090909,1.0,0.8,0.723712866531943,0.5210732639029989,0.0,0,0.0,0.00020479709987186734,one_to_one_conflict,-1,False,True,ambiguous,True,0.0002844404164887848,3,3,1.0,0.0
PADERA_8,,1_1445,,138.0,138.0,2.0455630005446093,0.1714285714285714,1.0,0.8,0.7236906655282807,0.521057279180362,0.0,0,0.0,0.00017006468649471973,one_to_one_conflict,-1,False,True,ambiguous,True,0.00023620095346488235,2,2,1.0,0.0
ADSN2T_8,,1_1655,,138.0,138.0,2.0522905699749505,0.1714285714285714,1.0,0.8,0.7235995782826421,0.5209916963635023,0.0,0,0.0,0.01383891947681537,one_to_one_conflict,-1,False,True,ambiguous,True,0.019220721495576853,3,3,1.0,0.0
RH2DUM,,1_7519,,1.0,1.0,0.09773932902296145,0.06,1.0,0.8,0.7235374866023081,0.5209469903536618,0.0,0,0.0,0.07830898528477331,one_to_one_conflict,-1,False,True,ambiguous,True,0.10876247956218521,3,3,1.0,0.0
SSWWT2T_8,,1_2003,,138.0,138.0,2.942571770116523,0.21818181818181817,1.0,0.8,0.7235003470066506,0.5209202498447884,0.0,0,0.0,0.00937320276806164,one_to_one_conflict,-1,False,True,ambiguous,True,0.013018337177863382,3,3,1.0,0.0
SORCEY2_8,,1_1984,,138.0,138.0,1.9170884896074256,0.1636363636363636,1.0,0.8,0.7234879736540609,0.5209113410309238,0.0,0,0.0,0.004935479618522809,one_to_one_conflict,-1,False,True,ambiguous,True,0.006854832803503852,2,2,1.0,0.0
WORTHAM1_9,,1_2390,,69.0,69.0,6.282575213252244,0.3772727272727272,1.0,0.8,0.7234456734484213,0.5208808848828633,0.0,0,0.0,0.05506280110362838,one_to_one_conflict,-1,False,True,ambiguous,True,0.07647611264392828,2,2,1.0,0.0
SANDY__S96_8,,1_5944,,138.0,138.0,1.9219962829802861,0.1636363636363636,1.0,0.8,0.723421093818491,0.5208631875493135,0.0,0,0.0,0.00509212179134666,one_to_one_conflict,-1,False,True,ambiguous,True,0.007072391376870324,2,2,1.0,0.0
BLOGET37T2_8,,1_6596,,138.0,138.0,1.8003590931926297,0.15652173913043477,1.0,0.8,0.723304867611163,0.5207795046800373,0.0,0,0.0,0.04053793721854765,one_to_one_conflict,-1,False,True,ambiguous,True,0.056302690581316206,2,2,1.0,0.0
LV1_LV1B,,1_9758,,34.5,34.5,3.4665440977110524,0.5375,1.0,0.43333333333333335,0.7233003973256927,0.5207762860744988,0.0,0,0.0,0.09010163195742132,one_to_one_conflict,-1,False,True,ambiguous,True,0.12514115549641847,2,1,0.5,0.16666666666666666
LP_DUNBAR_E7,,1_7030,,345.0,345.0,2.4644509779614316,0.192,1.0,0.8,0.72322006776602,0.5207184487915344,0.0,0,0.0,7.924954047600075e-05,one_to_one_conflict,-1,False,True,ambiguous,True,0.0001100688062166677,2,2,1.0,0.0
KEMAH_92T4_8,,1_6225,,138.0,138.0,0.5549006718653946,0.0857142857142857,1.0,0.8,0.7232194688620346,0.5207180175806649,0.0,0,0.0,0.03954928150303194,one_to_one_conflict,-1,False,True,ambiguous,True,0.05492955764309981,1,1,1.0,0.0
EXPLORTAP_8,,1_2213,,138.0,138.0,3.6099627904251017,0.25,1.0,0.8,0.7229562701772169,0.5205285145275961,0.0,0,0.0,0.005916980810144135,one_to_one_conflict,-1,False,True,ambiguous,True,0.008218028902977959,3,3,1.0,0.0
ROGERS2_8,,1_1381,,138.0,138.0,0.9962541415925054,0.10909090909090909,1.0,0.8,0.7226950071894871,0.5203404051764307,0.0,0,0.0,0.0007081325740218025,one_to_one_conflict,-1,False,True,ambiguous,True,0.0009835174639192257,3,3,1.0,0.0
PH2_UNIT2,,1_8891,,34.5,34.5,0.04301491923481059,0.4532894736842105,1.0,0.3,0.7226778379915904,0.520328043353945,0.0,0,0.0,0.01581792911425517,one_to_one_conflict,-1,False,True,ambiguous,True,0.02196934599202116,3,1,0.3333333333333333,0.16666666666666666
CONGLI_CAP,,1_9062,,34.5,34.5,0.08938503581975936,0.336,1.0,0.45,0.7226622161359328,0.5203167956178716,0.0,0,0.0,0.13572655487773094,one_to_one_conflict,-1,False,True,ambiguous,True,0.18850910399684861,1,1,0.0,0.0
EGROVESL_1,,1_10409,,34.5,34.5,5.120729941249262,0.7216666666666666,1.0,0.3,0.7226507812866798,0.5203085625264094,0.0,0,0.0,0.06742595893297221,one_to_one_conflict,-1,False,True,ambiguous,True,0.09364716518468363,3,1,0.3333333333333333,0.16666666666666666
