market_index,market_record_id,market_constraint,dayzer_constraint,dayzer_confidence,dayzer_final_score,dayzer_ambiguity_flag,pano_constraint,pano_confidence,pano_final_score,pano_ambiguity_flag
4187,10015879450,ALLENIM 138 KV  ALL-MAG1,ALLENIM_138 KV_ALL-MAG1:138/69.Jay.T1,low,0.692045,True,ALLENIM 138KV - MAGLEY 138KV (ALLENIM 138 KV ALL-MAG1),high,0.860357,False
4188,10003892267,OLIVE-UNIVPARK A 345 KV,OLIVE_345 KV_OLI-OLIV:ACTUAL,low,0.505769,True,OLIVE   345 KV  OLI-UNI1,high,0.916106,False
4189,10003795283,MITCHELL138 KV  MIT-WIL,MITCHELL_138 KV_MIT-WIL:ACTUAL,low,0.565873,True,MITCHELL 138KV - WILSON 138KV (MITCHELL 138 KV MIT-WIL),medium,0.738333,True
4190,10002885534,PRESTON-TANYARD 6716-5 B 69 KV,PRESTON_69 KV_PRE-TAN:ACTUAL,medium,0.726389,True,TANYARD 69KV - PRESTON 69KV (PRESTON 69 KV PRE-TAN),low,0.625,True
4191,10016245768,ESIDELIM138 KV  ESI-STE1,ESIDELIM_138 KV_ESI-STE1:ACTUAL,low,0.561429,True,ESIDELIM138 KV  ESI-NDE1,medium,0.820238,False
4192,10002926917,SAPONY  230 KV  238B,SAPONY_230 KV_238B:L500.BrunswickSwitchingStationHeritage-Wake.570,low,0.552198,True,SAPONY 230KV - CLBHOUSE 230KV (SAPONY 230 KV 238B),medium,0.812626,False
4193,10019045650,FRUITLAN_69KVFRT-LOR_1_LN,,low,0.361364,True,LORETTO 69KV - FRUITLAN 69KV (FRUITLAN 69 KV FRT-LOR),low,0.548214,True
4194,10000568004,66 E FRN 345 KV 66 E FRN-970 UP N 6608,66 E FRN_345 KV_6607:ACTUAL,low,0.541667,True,66 E FRN 345KV - 970 UP N 345KV (66 E FRN 345 KV 6608),low,0.576667,True
4195,10016032444,MIAMI   345 KV  BK-E,MIAMI_345 KV_BK-E:ACTUAL,medium,0.77381,True,MIAMI 345KV - MIAMI 138KV (MIAMI 345 KV BK-E),high,0.872024,False
4196,10001982904,CRES DUQ 345 KV CRES DUQ T3 XFORMER,CRES DUQ_345 KV_T3:ACTUAL,low,0.637879,True,CRES DUQ T1       XFORMER   H  345 KV,medium,0.801169,True
4197,10000570681,HARRSNBG 230 KV HARRSNBG-GROTTOES 260A,HARRSNBG_230 KV_260A:L500.MtStorm-Valley.550,low,0.522222,True,GROTTOES 230KV - HARRSNBG 230KV (HARRSNBG 230 KV 260A),high,0.86369,False
4198,10016013599,LACKAWAN230 KV  LAC-SUM2,LACKAWAN_230 KV_LAC-SUM2:ACTUAL,low,0.596429,True,LACKAWAN230 KV  LAC-SUM2,low,0.660606,True
4199,10016033051,CHAUNCYT138 KV  CHA-LOG1,CHAUNCYT_138 KV_CHA-LOG1:ACTUAL,low,0.561429,True,LOGAN 138KV - CHAUNCYT 138KV (CHAUNCYT 138 KV CHA-LOG1),medium,0.732937,True
4200,10000648438,CABOT 138 KV CABOT-LAWOJCT LASJ-CAB,CABOT_138 KV_CAB-LAW:ACTUAL,low,0.637879,True,CABOT 138KV - LAWSOJCT 138KV (CABOT 138 KV CAB-LAW),medium,0.786484,False
4201,10017413321,PUTN    138 KV  PUT-STRE,PUTN_138 KV_PUT-STRE:ACTUAL,medium,0.807143,False,PUTN 138KV - 61 STREA 138KV (PUTN 138 KV PUT-STRE),low,0.550833,True
4202,10003891873,AEP-DOM CONTINGENCY 20,AEP-DOM contingency 20 Belews.U2302,low,0.5875,True,TRANSFER INTERFACE: AEP-DOM,low,0.618506,True
4203,10000568704,CULLODE2 765 KV CULLODE2-WYOMING2 (IROL,CULLODE2_765 KV_CUL-WYO1:ACTUAL,low,0.586154,True,CULLODE2 765KV - WYOMING2 765KV (CULLODE2 765 KV CUL-WYO1),medium,0.843449,False
4204,10016006396,DOEX530 345 KV  DOE-PIE1,DOEX530_345 KV_DOE-PIE1:ACTUAL,medium,0.767143,False,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE1),high,0.855357,False
4205,10016244729,SUGARCRE345 KV  BK-N,GREENE_345 KV_BK-N:345/138.Greene.BK-S,low,0.610317,True,GREENE 345KV - GREENE 138KV (GREENE 345 KV BK-N),medium,0.761364,True
4206,10017429287,HANOVER 69 KV   XFMR2,HANOVER_69 KV_XFMR2:ACTUAL,medium,0.77,False,HANOVER 69KV - HANOVER 13KV (HANOVER 69 KV XFMR2),low,0.508333,True
4207,10015884512,WILSON  138 KV  WIL-WMI2,WILSON_138 KV_WIL-WMI2:L500.Cabot-Keystone.5002,low,0.666667,True,WILSON 138KV - WMIFFLIN 138KV (WILSON 138 KV WIL-WMI2),medium,0.753214,True
4208,10016689909,CABINRUN230 KV  CAB-YARR,,low,0.495714,True,YARDRIDG 230KV - CABINRUN 230KV (CABINRUN 230 KV CAB-YARR),medium,0.7375,True
4209,10018709271,LIBERTY1230 KV  LIB-PION,,low,0.446429,True,,low,0.278333,True
4210,10004181361,CHURCH  69 KV   CHU-MAS,CHURCH_69 KV_CHU-MAS:ACTUAL,medium,0.807143,False,CHURCH 69KV - MASSEYRE 69KV (CHURCH 69 KV CHU-MAS),low,0.550833,True
4211,10000566575,HEBRON 69 KV HEBRON-MARDELA 6708-2,HEBRON_69 KV_HEB-MAR:ACTUAL,low,0.692045,True,MARDELA 69KV - HEBRON 69KV (HEBRON 69 KV HEB-MAR),high,0.935128,False
4212,10019400205,SKIMMER_115KVSKI-BAL1_1_LN,,low,0.361364,True,SKIMMER4 115KV - SKIMMER 115KV (SKIMMER 115 KV SKI-BAL1),low,0.533333,True
4213,10019195641,CLIFFORD_138KVCLI-COL1_1_LN,,low,0.336923,True,CLIFFORD 138KV - COLLEEN 138KV (CLIFFORD 138 KV CLI-COL1),low,0.533333,True
4214,10019045650,FRUITLAN_69KVFRT-LOR_1_LN,,low,0.358333,True,LORETTO 69KV - FRUITLAN 69KV (FRUITLAN 69 KV FRT-LOR),low,0.535294,True
4215,10015868036,BELMONT 138 KV  BEL-MID,BELMONT_138 KV_BEL-MID:ACTUAL,medium,0.807143,False,BELMONT 138 KV  BEL-MID,low,0.667273,True
4216,10000566608,LAURELDP 69 KV LAURELDP-SHARP 6705-1,LAURELDP_69 KV_LAU-SHA:ACTUAL,low,0.633333,True,SHARP 69KV - LAURELDP 69KV (LAURELDP 69 KV LAU-SHA),high,0.892212,False
4217,10003089935,RINGGOLD T3 XFORMER H 230 KV,RINGGOLD_230 KV_T3:ACTUAL,low,0.511364,True,RINGGOLD 230KV - RINGGOLD 138KV (RINGGOLD 230 KV T3),medium,0.711905,True
4218,10018001739,OBETZ   138 KV  OBE-MAR1,OBETZ_138 KV_OBE-MAR1:L138.Beatty-McComb,low,0.683333,True,OBETZ 138KV - MARION2 138KV (OBETZ 138 KV OBE-MAR1),high,0.86369,False
4219,10019582222,FRANKLIN_115KVFRA-WWHJ_1_LN,,low,0.391667,True,,low,0.218182,True
4220,10019135469,IDYLWOO4_230KV202A_1_LN,,low,0.236667,True,,low,0.461905,True
4221,10003795954,FRDRKSBG TX8 XFORMER H 230 KV,,low,0.486923,True,FRDRKSBG 230KV - FRDRKSBG 115KV (FRDRKSBG 230 KV TX8),medium,0.711905,True
4222,10019566043,WARRENT_115KV45B_1_LN,,low,0.238889,True,,low,0.459341,True
4223,10015877777,GUARDIAN138 KV  GUA-TWI1,GUARDIAN_138 KV_GUA-TWI1:ACTUAL,low,0.561429,True,TWINBRAN 138KV - GUARDIAN 138KV (GUARDIAN 138 KV GUA-TWI1),medium,0.732937,True
4224,10000566975,HALFWAY 138 KV HALFWAY-PARAMOUN,HALFWAY_138 KV_HAL-PAR:L500.Bedington-Doubs,low,0.632308,True,HALFWAY 138KV - PARAMOUN 138KV (HALFWAY 138 KV HAL-PAR),high,0.935128,False
4225,10000565998,ALTOONA 230 KV ALTOONA-RAYSTOWN ALT 2001,ALTOONA_230 KV_ALT-RAY:ACTUAL,low,0.692045,True,ALTOONA 230KV - RAYSTOWN 230KV (ALTOONA 230 KV ALT-RAY),high,0.939524,False
4226,10000466533,KEENEY 230 KV KEENEY AT20 XFORMER,REDLION_230 KV_20:230/138.Keeney.AT20,low,0.627778,True,KEENEY 230KV - KEENEY 138KV (KEENEY 230 KV AT20),medium,0.774176,False
4227,10019135471,COOLSPRI_69KVCOL-HAR_1_LN,,low,0.361364,True,COOLSPRI 69KV - HARBESON 69KV (COOLSPRI 69 KV COL-HAR),low,0.533333,True
4228,10000566153,MORGANST 115 KV MORGANST-VENANJCT MF 1019,MORGANST_115 KV_MOR-VEN:345/115.ErieWest.T1,low,0.561688,True,MORGANST 115KV - VENANJCT 115KV (MORGANST 115 KV MOR-VEN),high,0.854163,True
4229,10000566729,BEDINGTO 138 KV BEDINGTO-OPEQUON BOPE,BEDINGTO_138 KV_BED-OPE:L500.Bedington-Doubs,low,0.555,True,BEDINGTO 138KV - OPEQUON 138KV (BEDINGTO 138 KV BED-OPE),high,0.854163,False
4230,10000567023,KINGWOOD 138 KV KINGWOOD-PRUNTYTO 100,KINGWOOD_138 KV_KIN-PRU:ACTUAL,low,0.633333,True,PRUNTYTO 138KV - KINGWOOD 138KV (KINGWOOD 138 KV KIN-PRU),high,0.892212,False
4231,10000579198,MAHANSLA 138 KV MAHANS LANE-TIDD,MAHANSLA_138 KV_MAH-TID:L345.Tidd-Collier,low,0.6,True,TIDD_AEP 138KV - MAHANSLA 138KV (MAHANSLA 138 KV MAH-TID),medium,0.792337,False
4232,10019005638,NORTHEAS_230KVNOR-RAP5_1_LN,,low,0.336923,True,RAPHAERD 230KV - NORTHEAS 230KV (NORTHEAS 230 KV NOR-RAP5),low,0.533333,True
4233,10016077299,CLINTOCS138 KV  CLI-KAR1,CLINTOCS_138 KV_CLI-KAR1:L345.Bixby-Kirk,low,0.522222,True,KARL 138KV - CLINTOCS 138KV (CLINTOCS 138 KV CLI-KAR1),medium,0.732937,True
4234,10000568965,GEORGEWA 138 KV GEORGEWA-KAMMER2,GEORGEWA_138 KV_GEO-KAM:ACTUAL,low,0.62619,True,KAMMER2 138KV - GEORGEWA 138KV (GEORGEWA 138 KV GEO-KAM),high,0.888333,False
4235,10016779949,TRAIL CREEK - MICHCITY 138 KV L/O BOSSERMAN - MICHCITY 138 KV,,low,0.360714,True,Trail Creek - MichCity 138 kV l/o Bosserman - MichCity 138 kV,high,0.95,False
4236,10019100474,ALBRIGHT_138KVALB-GAR_1_LN,,low,0.361364,True,ALBRIGHT 138KV - GARRETT 138KV (ALBRIGHT 138 KV ALB-GAR),low,0.533333,True
4237,10000567023,KINGWOOD 138 KV KINGWOOD-PRUNTYTO 100,KINGWOOD_138 KV_KIN-PRU:ACTUAL,low,0.663333,True,PRUNTYTO 138KV - KINGWOOD 138KV (KINGWOOD 138 KV KIN-PRU),low,0.581795,True
4238,10002919126,BERYL   138 KV  BER-MTZ,BERYL_138 KV_BER-MTZ:ACTUAL,medium,0.767143,False,MTZI APS 138KV - BERYL 138KV (BERYL 138 KV BER-MTZ),medium,0.828462,False
4239,10000566135,KEYSTONE 230 KV KEYSTONE-SHELOCTA KHC 2014,KEYSTONE_230 KV_KEY-SHE:ACTUAL,low,0.59,True,KEYSTONE 230KV - SHELOCTA 230KV (KEYSTONE 230 KV KEY-SHE),high,0.855734,True
4240,10000566997,HEATERS 138 KV HEATERS-SUTTON 52,HEATERS_138 KV_HEA-SUT:ACTUAL,low,0.683654,True,HEATERS 138KV - SUTTON 138KV (HEATERS 138 KV HEA-SUT),high,0.933083,False
4241,10016445349,COLU PL 69 KV   COL-DAN,,low,0.483333,True,COLU PL 69 KV   COL-DAN,high,0.988462,False
4242,10018002008,CHURCHTO69 KV   CHU-OLDM,CHURCHTO_69 KV_CHU-OLDM:ACTUAL,low,0.596429,True,,low,0.422273,True
4243,10002867581,NEWBERRY-ROUNDTOP 975-1 A 115 KV,NEWBERRY_115 KV_NEW-ROU:ACTUAL,low,0.633333,True,NEWBERRY 115KV - ROUNDTOP 115KV (NEWBERRY 115 KV NEW-ROU),high,0.892212,False
4244,10000468538,LOUDOUN4 500 KV LOUDOUN4 TX2 XFORMER,LOUDOUN4_500 KV_TX2:ACTUAL,low,0.596429,True,LOUDOUN4 TX2      XFORMER   H  500 KV,low,0.539148,True
4245,10019578806,LEESVILL_138KVLEE-ALT1_1_LN,,low,0.391667,True,,low,0.218182,True
4246,10017166504,EAKRON  138 KV  EAK-HAY,EAKRON_138 KV_EAK-HAY:ACTUAL,medium,0.767143,False,EAKRON 138KV - HAYELMRZ 138KV (EAKRON 138 KV EAK-HAY),high,0.86369,False
4247,10017467146,NSHENVPC115 KV  NSH-NSHE,NSHENVPC_115 KV_NSH-NSHE:L500.Elmont-Cunningham.553,low,0.522222,True,NSHENVPC 115KV - NSHE APS 115KV (NSHENVPC 115 KV NSH-NSHE),medium,0.747078,True
4248,10000827660,HARPERFE 138 KV HARPERFE-02BRUSH BRU-HAR,HARPERFE_138 KV_BRU-HAR:L345.Hanna-Juniper,low,0.59026,True,HARPERFE-02BRUSH  BRU-HAR   B  138 KV,high,0.93303,True
4249,10000579372,GLENARM 115 KV GELNARM-WINDYEDGE2 110512,GLENARM_115 KV_GLE-WIN2:ACTUAL,low,0.663333,True,GLENARM 115 KV  GLE-WIN2,low,0.548106,True
4250,10018987749,HAMPSHIR_138KVHAM-RID_1_LN,,low,0.361364,True,RIDGELEY 138KV - HAMPSHIR 138KV (HAMPSHIR 138 KV HAM-RID),low,0.533333,True
4251,10016239903,CHARGER 138 KV  CHA-COU,CHARGER_138 KV_CHA-COU:ACTUAL,medium,0.767143,False,COUNTRYS 138KV - CHARGER 138KV (CHARGER 138 KV CHA-COU),high,0.86369,False
4252,10000565952,LINCOLN 115 KV LINCOLN-STRABAN 998,LINCOLN_115 KV_LIN-STR:ACTUAL,low,0.692045,True,LINCOLN 115KV - STRABAN 115KV (LINCOLN 115 KV LIN-STR),high,0.935128,False
4253,10000566172,ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,,low,0.476667,True,ROXBURY 115 KV  ROX-SHA,high,0.8625,False
4254,10000565918,GARDNERS 115 KV GARDNERS-TEXSEAST GAR-TEX,GARDNERS_115 KV_GAR-TEX:ACTUAL,low,0.633333,True,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX),high,0.892212,False
4255,10000566158,PHILIPSB 115 KV PHILIPSBG-SHAWVILL SF 1079,PHILIPSB_115 KV_PHI-SHA:ACTUAL,low,0.547403,True,SHAWVILL 115KV - PHILIPSB 115KV (PHILIPSB 115 KV PHI-SHA),medium,0.822222,False
4256,10002504375,PLEASNTV TX3 XFORMER L 230 KV,,low,0.411429,True,PLEASNTV 230KV - ASHBURN 230KV (PLEASNTV 230 KV 274D),low,0.616071,True
4257,10000566809,CANAANVA 138 KV CANAANVA-SENECACA 160,CANAANVA_138 KV_CAN-SEN:L500.BlackOak-Hatfield.542,low,0.59026,True,CANAANVA 138KV - SENECACA 138KV (CANAANVA 138 KV CAN-SEN),high,0.892212,False
4258,10002871423,JOHNSONM-OTTER B 138 KV,JOHNSONM_138 KV_JOH-OTT1:765/138.JoshuaFalls.1,low,0.633333,True,OTTER 138KV - JOHNSONM 138KV (JOHNSONM 138 KV JOH-OTT1),high,0.890114,False
4259,10019094830,HOPKINS_HOP138HOPKINS_1_LN,,low,0.265714,True,HOPKINS_HOP138HOPKINS_1_LN,medium,0.8,False
4260,10018746163,8809    138 KV  8809 1,,low,0.25,True,,low,0.175,True
4261,10004215213,PLYWOOD 115 KV  151A,PLYWOOD_115 KV_151A:ACTUAL,medium,0.706364,True,SEDGEHIL 115KV - PLYWOOD 115KV (PLYWOOD 115 KV 151A),medium,0.812626,False
4262,10002233506,AP SOUTH REACTIVE TRANSFER INTERFACE,,low,0.465,True,TRANSFER INTERFACE: APSOUTH,low,0.630577,True
4263,10017320457,EDELPHOS69 KV   EDE-NDE,EDELPHOS_69 KV_EDE-NDE:ACTUAL,low,0.561429,True,NDELPHOS 69KV - EDELPHOS 69KV (EDELPHOS 69 KV EDE-NDE),medium,0.737987,True
4264,10000566694,ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:ACTUAL,low,0.586154,True,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),medium,0.849218,False
4265,10018733218,AMDEASTN115 KV  AMD-NORW,,low,0.331944,True,NORTHWOO 115KV - AMDEASTN 115KV (AMDEASTN 115 KV AMD-NORW),medium,0.744481,True
4266,10016984947,JOPPA NORTH SHAWNEE LN_3 L/O SHAWNEE 500 345 T11,,low,0.272727,True,Renshaw-Livingston 161 l/o Shawnee 500/345,low,0.5,True
4267,10019091875,SHENANGO_138KVSHE-CRO2_1_LN,,low,0.338889,True,SHENANGO 138KV - CROSSFE 138KV (SHENANGO 138 KV SHE-CRO2),low,0.533333,True
4268,10000570468,OX4 230 KV OX4 -GALLWSRD 2097B,OX4_230 KV_2097B:L230.Brambleton-PolandRoad.2183,low,0.565909,True,OX4 230KV - GALLWSRD 230KV (OX4 230 KV 2097B),high,0.91044,False
4269,10019562433,CLOUD_115KVCLO-KERR_1_LN,,low,0.290769,True,KERRDAM 115KV - CLOUD 115KV (CLOUD 115 KV CLO-KERR),low,0.533333,True
4270,10002883904,502JCT TR2 XFORMER H 500 KV,502JCT_500 KV_TR2:ACTUAL,low,0.596429,True,502JCT TR2  XFORMER         H  500 KV,low,0.673333,True
4271,10018985852,MAHANSLA_138KVMAH-TID_1_LN,,low,0.361364,True,TIDD_AEP 138KV - MAHANSLA 138KV (MAHANSLA 138 KV MAH-TID),low,0.51125,True
4272,10019555377,GLENARM_115KVGLE-WIN2_1_LN,,low,0.391667,True,,low,0.277143,True
4273,10000569235,LAYMAN 138 KV LAYMAN-WOLFCREE 86,LAYMAN_138 KV_LAY-WOL:ACTUAL,low,0.692045,True,WOLFCREE 138KV - LAYMAN 138KV (LAYMAN 138 KV LAY-WOL),high,0.938333,False
4274,10000466186,ERIEW 345 KV ERIEW NO3 TX XFORMER,ERIEW_345 KV_NO3 TX:ACTUAL,low,0.692045,True,ERIEW    NO3 TX   XFORMER   H  345 KV,high,0.936667,False
4275,10002871423,JOHNSONM-OTTER B 138 KV,JOHNSONM_138 KV_JOH-OTT1:765/138.JoshuaFalls.1,low,0.629487,True,OTTER 138KV - JOHNSONM 138KV (JOHNSONM 138 KV JOH-OTT1),high,0.887778,False
4276,10000466484,CHURCH 138 KV CHURCH AT2 XFORMER,CHURCH_138 KV_AT2:ACTUAL,low,0.627778,True,CHURCH 138KV - CHURCH 69KV (CHURCH 138 KV AT2),medium,0.774176,False
4277,10016031157,BLACKLIC138 KV  BLA-GAH1,BLACKLIC_138 KV_BLA-GAH1:ACTUAL,low,0.561429,True,BLACKLIC 138KV - GAHANNA 138KV (BLACKLIC 138 KV BLA-GAH1),medium,0.732937,True
4278,10002700859,SAXTON 115 KV SAX-SNA,SAXTON_115 KV_SAX-SNA:ACTUAL,medium,0.807143,False,SAXTON  115 KV  SAX-SNA,low,0.67,True
4279,10002420734,SHADEGAP115 KV SHA-THR,SHADEGAP_115 KV_SHA-THR:L230.Shawville-Shingletown.2022,low,0.522222,True,SHADEGAP115 KV  SHA-THR,medium,0.766667,True
4280,10000466579,VIENNA 230 KV VIENNA AT20 TRANSFORMER,PINEYGRO_230 KV_AT20:230/138.Vienna.AT20,low,0.623333,True,VIENNA 230KV - VIENNA 138KV (VIENNA 230 KV AT20),medium,0.775714,False
4281,10016992364,ASHTABUL138 KV  ASH-04S3,ASHTABUL_138 KV_ASH-04S3:ACTUAL,low,0.561429,True,ASHTABUL 138KV - SANBORN 138KV (ASHTABUL 138 KV ASH-04S3),medium,0.732937,True
4282,10017171731,TYLER   230 KV  2003B1,TYLER_230 KV_2003B1:L500.Carson-Septa.562,low,0.621429,True,POE 230KV - TYLER 230KV (TYLER 230 KV 2003B1),medium,0.816667,False
4283,10019578803,CHERRYRN_138KVCHE-HAR_1_LN,,low,0.361364,True,CHERRYRN 138KV - HARMOJCT 138KV (CHERRYRN 138 KV CHE-HAR),low,0.533333,True
4284,10017095060,SHAMPTON115 KV  93A,,low,0.428182,True,SHAMPTON 115KV - WTKINSCR 115KV (SHAMPTON 115 KV 93A),low,0.648889,True
4285,10016431984,POINT1  69 KV   POI-SUN1,POINT1_69 KV_POI-SUN1:L230.Columbia-Montour,low,0.683333,True,SUNBURY 69KV - POINT1 69KV (POINT1 69 KV POI-SUN1),high,0.855357,False
4286,10018995132,SALTSPRG_138KVSAL-MAS1_1_LN,,low,0.361364,True,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),low,0.533333,True
4287,10018981396,OX4_T1_500TX2_XF,,low,0.361364,True,,low,0.441071,True
4288,10017143498,ISLCRKDP115 KV  193B,,low,0.380159,True,CLARKVTP 115KV - ISLCRKDP 115KV (ISLCRKDP 115 KV 193B),low,0.648611,True
4289,10019551339,STAFFORD_230KV2104B_1_LN,,low,0.236667,True,,low,0.461905,True
4290,10018983371,BIGPINET_138KVBIG-KIS_1_LN,,low,0.361364,True,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),low,0.533333,True
4291,10000565952,LINCOLN 115 KV LINCOLN-STRABAN 998,LINCOLN_115 KV_LIN-STR:ACTUAL,low,0.692045,True,LINCOLN 115KV - STRABAN 115KV (LINCOLN 115 KV LIN-STR),high,0.935128,False
4292,10019675560,BURMA_115KVBUR-PIN_1_LN,,low,0.391667,True,,low,0.270476,True
4293,10000566722,BEDINGTO 500 KV BEDINGTO-BLACKOAK 500KV,BEDINGTO_500 KV_BED-BLA:Keystone-Juniata 500kV,low,0.640476,True,BED-BLA contingency 15,low,0.658462,True
4294,10006016521,FARMERSV-RIDG PN RV 1048 A 115 KV,FARMERSV_115 KV_FAR-RID:ACTUAL,low,0.547403,True,FARMERSV 115KV - RIDG PN 115KV (FARMERSV 115 KV FAR-RID),high,0.875759,False
4295,10003892974,BELLSMIL138 KV  BEL-BET4,BELLSMIL_138 KV_BEL-BET4:ACTUAL,low,0.596429,True,,low,0.417222,True
4296,10002553751,ECLIPSE 115 KV ECL-UTI,ECLIPSE_115 KV_ECL-UTI:ACTUAL,medium,0.767143,False,ECLIPSE 115KV - UTICAJCT 115KV (ECLIPSE 115 KV ECL-UTI),high,0.86369,True
4297,10016752976,CUNNIHAM 553T564      CB       500 KV,,low,0.388889,True,CUNNIHAM 542T553      CB       500 KV,medium,0.829167,True
4298,10002498398,CONASTON 230 KV CON-GRAC,CONASTON_230 KV_CON-GRAC:ACTUAL,medium,0.726389,True,CONASTON230 KV  CON-GRAC,low,0.59632,True
4299,10017319076,AHOSKIE 115 KV  TX2,AHOSKIE_115 KV_TX2:ACTUAL,medium,0.77,False,AHOSKIE 115KV - AHOSKIE 35KV (AHOSKIE 115 KV TX2),low,0.508333,True
4300,10017423909,PANTEGO 115 KV  PAN-TERR,PANTEGO_115 KV_PAN-TERR:ACTUAL,medium,0.767143,False,TERRA 115KV - PANTEGO 115KV (PANTEGO 115 KV PAN-TERR),high,0.86369,False
4301,10016661131,EDINBUR4138 KV  TX4,,low,0.388889,True,EDINBUR4 138KV - EDINBUR4 115KV (EDINBUR4 138 KV TX4),low,0.508333,True
4302,10000566482,CEDARCRE 230 KV CEDARCRE-MILFORD 23031,CEDARCRE_230 KV_CED-MIL:L230.Milford-Steele.23076,medium,0.715035,True,CEDARCRE 230KV - MILFORD 230KV (CEDARCRE 230 KV CED-MIL),high,0.894524,False
4303,10000827443,CPP_RIDG 138 KV CPP_RIDG-02CLINTN RID-02C1,CPP_RIDG_138 KV_RID-02C1:ACTUAL,medium,0.706061,True,02CLINTN 138KV - CPP_RIDG 138KV (CPP_RIDG 138 KV RID-02C1),low,0.594048,True
4304,10000572300,MAPLEOE 138 KV MAPLEOE-JACKSNOE,MAPLEOE_138 KV_MAP-JAC1:ACTUAL,low,0.692045,True,JACKSNOE 138KV - MAPLEOE 138KV (MAPLEOE 138 KV MAP-JAC1),high,0.93303,False
4305,10019553874,FREMNT_138KVFRE-FRE1_1_LN,,low,0.391667,True,,low,0.275325,True
4306,10018985839,CARL_PN_115KVCAR-GAR_1_LN,,low,0.44,True,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),low,0.578788,True
4307,10019385825,FLINT_230KVFLI-PLY_1_LN,,low,0.391667,True,,low,0.271429,True
4308,10002864514,CARL PN-GARDNERS 1049 B 115 KV,CARL PN_115 KV_CAR-GAR:ACTUAL,medium,0.727143,True,CARL PN 115KV - GARDNERS 115KV (CARL PN 115 KV CAR-GAR),high,0.946459,False
4309,10016229651,DESOTO  138 KV  DES-MOD,DESOTO_138 KV_DES-MOD:138/69.Jay.T1,low,0.692045,True,DESOTO 138KV - MODOC 138KV (DESOTO 138 KV DES-MOD),high,0.86369,False
4310,10000566608,LAURELDP 69 KV LAURELDP-SHARP 6705-1,LAURELDP_69 KV_LAU-SHA:ACTUAL,low,0.637879,True,LAURELDP 69KV - SHARP 69KV (LAURELDP 69 KV LAU-SHA),high,0.894524,False
4311,10003951045,BIGPINET138 KV  BIG-KIS,BIGPINET_138 KV_BIG-KIS:ACTUAL,low,0.561429,True,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),medium,0.737987,True
4312,10019675556,ALLENIM_345KVALL-RPM_1_LN,,low,0.325253,True,ALLENIM 345KV - RPMONE 345KV (ALLENIM 345 KV ALL-RPM),low,0.530769,True
4313,10000565711,GRACETON 230 KV GRACETON-SAFEHARB 2303,,low,0.469658,True,MANOR 230KV - GRACETON 230KV (GRACETON 230 KV GRA-MANO),low,0.68641,True
4314,10016017580,AHOSKIE 115 KV  136B,AHOSKIE_115 KV_136B:L115.Pecan-Carolina.1010,low,0.621429,True,TUNIS 115KV - AHOSKIE 115KV (AHOSKIE 115 KV 136B),medium,0.816667,False
4315,10003951045,BIGPINET138 KV  BIG-KIS,BIGPINET_138 KV_BIG-KIS:ACTUAL,low,0.565873,True,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),medium,0.738333,True
4316,10019096836,ROCKWOOD_115KVROC-SOM_1_LN,,low,0.361364,True,SOME PN 115KV - ROCKWOOD 115KV (ROCKWOOD 115 KV ROC-SOM),low,0.51125,True
4317,10002898582,TODDHUNT345 KV  17,,low,0.2,True,GARVER 345KV - GARVER 138KV (GARVER 345 KV 24),low,0.523333,True
4318,10016435895,REDLION 230 KV  RED-SIL2,REDLION_230 KV_RED-SIL2:500/230.HopeCreek.500-1 + L230.HopeCreek-SilverRun,low,0.683333,True,REDLION 230KV - SILVERUN 230KV (REDLION 230 KV RED-SIL2),high,0.860357,False
4319,10000566591,KEENEY 230 KV KEENEY-STEELE 23001,KEENEY_230 KV_KEE-STE1:Keeney-Steele.23009,high,0.872727,False,KEENEY 230KV - STEELE 230KV (KEENEY 230 KV KEE-STE1),high,0.93303,False
4320,10000567139,SMIT APS 138 KV SMIT APS-WYLIERID 214/WYR,SMIT APS_138 KV_SMI-WYL:ACTUAL,low,0.640476,True,WYLIERID 138KV - SMIT APS 138KV (SMIT APS 138 KV SMI-WYL),high,0.880187,False
4321,10017070053,7713    -981 CRES 7713 2  L/O CORBIN-OGLESBY 2,,low,0.262821,True,7713    -981 CRES 7713 2  l/o Corbin-Oglesby 2,medium,0.82,False
4322,10002670693,PLSNTVLY138 KV 02P-HIC2,PLSNTVLY_138 KV_02P-HIC2:L345.Hanna-Juniper,low,0.522222,True,HICKRY 138KV - PLSNTVLY 138KV (PLSNTVLY 138 KV 02P-HIC2),medium,0.725,True
