market_constraint,match_source,matched_constraint,confidence,total_score,facility_score,contingency_score,voltage_match,zone_overlap,second_best_score,ambiguous
BUTLER  69 KV   BUT-VIN,pano,BUTLER 69KV - VINELAND 69KV (BUTLER 69 KV BUT-VIN),high,0.8583,0.75,1.0,1.0,0.8333,0.775,False
BUTLER  69 KV   BUT-VIN,dayzer,BUTLER_69 KV_BUT-VIN:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.5083,False
ENTRPRIS230 KV  2186A,pano,SHELHORN 230KV - ENTRPRIS 230KV (ENTRPRIS 230 KV 2186A),medium,0.5917,0.3333,1.0,1.0,0.25,0.4333,False
ENTRPRIS230 KV  2186A,dayzer,ENTRPRIS_230 KV_2186A:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.275,False
VIENNA 138 KV VIENNA 8110 CB,pano,VIENNA  138 KV  13710,medium,0.6238,0.6667,0.3333,1.0,0.5714,0.5829,True
VIENNA 138 KV VIENNA 8110 CB,dayzer,VIENNA_138 KV_13710:230/138.PineyGrove.AT20,low,0.35,0.4,0.0,1.0,0.0,0.35,True
ETOWANDA_230KVETO-HIL_1_LN,pano,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL),medium,0.4722,0.4444,1.0,0.0,0.0,0.3722,False
ETOWANDA_230KVETO-HIL_1_LN,dayzer,ETOWANDA_230 KV_ETO-HIL:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2333,True
ARSENAL 345 KV ARSENAL -BRUNOTIS ARS-BRU1,pano,BRUNOTIS 345KV - ARSENAL 345KV (ARSENAL 345 KV ARS-BRU1),medium,0.6744,0.8889,0.0,1.0,0.8,0.6672,True
ARSENAL 345 KV ARSENAL -BRUNOTIS ARS-BRU1,dayzer,ARSENAL_345 KV_ARS-BRU1:ACTUAL,medium,0.5536,0.75,0.0,1.0,0.2857,0.4944,False
OAKGREEN 115 KV OAKGREEN-MITCHLDP 2A,pano,OAKGREEN 115KV - MITCHLDP 115KV (OAKGREEN 115 KV 2A),high,0.8417,0.75,1.0,1.0,0.6667,0.5694,False
OAKGREEN 115 KV OAKGREEN-MITCHLDP 2A,dayzer,OAKGREEN_115 KV_2A:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.3722,False
OREGONDP115 KV  ORE-PEA,pano,OREGONDP 115KV - PEAISLAN 115KV (OREGONDP 115 KV ORE-PEA),medium,0.4545,0.5,0.0,1.0,0.5455,0.24,False
OREGONDP115 KV  ORE-PEA,dayzer,OREGONDP_115 KV_ORE-PEA:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.2,False
ETOWANDA-NMESHOPP ETL 1057 B 115 KV,pano,ETOWANDA 115KV - NMESHOPP 115KV (ETOWANDA 115 KV ETO-NME),high,0.7115,0.5,1.0,1.0,0.6154,0.5712,False
ETOWANDA-NMESHOPP ETL 1057 B 115 KV,dayzer,NMESHOPP_115 KV_BK1:ACTUAL,low,0.3167,0.3333,0.0,1.0,0.0,0.3167,True
ALTAVSTA 138 KV ALTAVSTA TX4 XFORMER,pano,ALTAVSTA138 KV  TX4,medium,0.6833,0.6667,0.6667,1.0,0.3333,0.5571,False
ALTAVSTA 138 KV ALTAVSTA TX4 XFORMER,dayzer,ALTAVSTA_138 KV_TX4:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.3722,False
CUMB PL 230 KV  2,pano,CUMB PL 230KV - CUMB PL 69KV (CUMB PL 230 KV 2),high,0.8,0.6667,1.0,1.0,0.6667,0.5262,False
CUMB PL 230 KV  2,dayzer,CUMB PL_230 KV_2:500/230.TMI.T1,medium,0.5083,0.6667,0.0,1.0,0.25,0.4643,True
TERMINAL 345 KV TERMINAL 11 XFORMER,pano,TERMINAL 345KV - TERMINAL 138KV (TERMINAL 345 KV 11),medium,0.6333,0.3333,1.0,1.0,0.6667,0.6267,True
TERMINAL 345 KV TERMINAL 11 XFORMER,dayzer,TERMINAL_345 KV_11:MIAMI FORT - TERMINAL 345 KV LINE,low,0.3611,0.3333,0.0,1.0,0.4444,0.35,True
TODD HUNTER 15 345/138 KV L/O TODD HUNTER 16 345/138,pano,Todd Hunter 345/138 17 l/o Todd Hunter 345/138 15,medium,0.6286,1.0,0.4,0.0,0.2857,0.5,False
TODD HUNTER 15 345/138 KV L/O TODD HUNTER 16 345/138,dayzer,ARMCO_1C_138 KV_ARM-TODD:ACTUAL,low,0.3083,0.25,0.0,1.0,0.3333,0.3083,True
JUNIATA 2 XFORMER H 500 KV,pano,JUNIATA  1        XFORMER   H  500 KV,high,0.725,1.0,0.0,1.0,0.75,0.725,True
JUNIATA 2 XFORMER H 500 KV,dayzer,JUNIATA_500 KV_2:ACTUAL,low,0.39,0.4,0.0,1.0,0.4,0.39,True
ALLLUD4J 138 KV ALLLUD4J-ALLDAM6 ALJ-ALL,pano,ALLLUD4J 138KV - ALLDAM6 138KV (ALLLUD4J 138 KV ALJ-ALL),high,0.8667,0.8,1.0,1.0,0.6667,0.7833,False
ALLLUD4J 138 KV ALLLUD4J-ALLDAM6 ALJ-ALL,dayzer,ALLLUD4J_138 KV_ALJ-ALL:ACTUAL,medium,0.5083,0.6667,0.0,1.0,0.25,0.4786,True
CHURCH 69 KV CHURCH-NEWMERED 6704-1,pano,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME),high,0.9214,0.8889,1.0,1.0,0.7692,0.838,False
CHURCH 69 KV CHURCH-NEWMERED 6704-1,dayzer,CHURCH_69 KV_CHU-NME:ACTUAL,medium,0.545,0.75,0.0,1.0,0.2,0.5167,True
HOWARD2 138 KV  HOW-MEL1,pano,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1),high,0.825,0.75,1.0,1.0,0.5,0.7417,False
HOWARD2 138 KV  HOW-MEL1,dayzer,HOWARD2_138 KV_HOW-MEL1:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.525,False
HOMERCIT_230KVHOM-SHE_1_LN,pano,SHELOCTA 230KV - HOMERCIT 230KV (HOMERCIT 230 KV HOM-SHE),medium,0.4722,0.4444,1.0,0.0,0.0,0.3889,False
HOMERCIT_230KVHOM-SHE_1_LN,dayzer,HOMERCIT_230 KV_HOM-SHE:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
APSOUTH CONTINGENCY 56,pano,APSOUTH contingency 42,medium,0.6333,1.0,0.3333,0.0,0.5,0.6214,True
APSOUTH CONTINGENCY 56,dayzer,APSOUTH contingency 33 Chesterfield.U6,low,0.3619,0.6667,0.0,0.0,0.2857,0.3533,True
3ROCKY 115 KV 3ROCKY -BATTLEBO 123A,pano,3ROCKY 115KV - BATTLEBO 115KV (3ROCKY 115 KV 123A),high,0.8857,0.8571,1.0,1.0,0.5714,0.7714,False
3ROCKY 115 KV 3ROCKY -BATTLEBO 123A,dayzer,3ROCKY_115 KV_123A:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.4357,True
ATHENIA-KULLERRD J-1362 B 138 KV,pano,ATHENIA 138KV - KULLERRD 138KV (ATHENIA 138 KV ATH-KUL),medium,0.6333,0.8,0.0,1.0,0.8333,0.6269,True
ATHENIA-KULLERRD J-1362 B 138 KV,dayzer,ATHENIA_138 KV_ATH-KUL:ACTUAL,medium,0.5278,0.6667,0.0,1.0,0.4444,0.5083,True
155 NELS345 KV  TR81CT-P,pano,155 NELS 345KV - 155 NELS 1KV (155 NELS 345 KV TR81CT-P),high,0.7167,0.5,1.0,1.0,0.6667,0.6583,False
155 NELS345 KV  TR81CT-P,dayzer,141 PLEA_345 KV_TR81CT-P:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4357,True
LINWOOD2138 KV  LIN-MAK,pano,LINCOLN2138 KV  LIN-ROB1,low,0.3738,0.3333,0.0,1.0,0.5714,0.3167,False
LINWOOD2138 KV  LIN-MAK,dayzer,LINWOOD2_138 KV_LIN-MAK:ACTUAL,low,0.3429,0.5714,0.0,0.0,0.5714,0.2556,True
AEP-DOM,pano,AEP-DOM contingency 11,high,0.825,1.0,1.0,0.0,0.75,0.6861,False
AEP-DOM,dayzer,AEP-DOM contingency 17 Amos.U1U2U3,low,0.4321,0.75,0.0,0.0,0.5714,0.4321,True
LOUDOUN4 500 KV LOUDOUN4 TX1 XFORMER,pano,LOUDOUN4 TX1      XFORMER   H  500 KV,high,0.7345,0.75,0.5714,1.0,0.6667,0.7167,True
LOUDOUN4 500 KV LOUDOUN4 TX1 XFORMER,dayzer,LOUDOUN4_500 KV_TX2:500/230.Brambleton.TX1,low,0.4,0.5,0.0,1.0,0.0,0.3722,True
BRUNNERI 230 KV BRUNNERI-MIDDLJCT #1 1056,pano,MIDDLJCT 230KV - BRUNNERI 230KV (BRUNNERI 230 KV BRU-MID6),high,0.88,0.8,1.0,1.0,0.8,0.78,False
BRUNNERI 230 KV BRUNNERI-MIDDLJCT #1 1056,dayzer,BRUNNERI_230 KV_BRU-MID6:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
PLEASNTV TX3 XFORMER L 230 KV,pano,PLEASNTV TX3      XFORMER   L  230 KV,high,0.7161,0.8571,0.25,1.0,0.75,0.5929,False
PLEASNTV TX3 XFORMER L 230 KV,dayzer,PLEASNTV_230 KV_274D:227 LINE: BRAMBLETON - BEAUMEADE,low,0.3,0.25,0.0,1.0,0.25,0.2929,True
CARL PN-ROXBURY KRG 1049 B 115 KV,pano,ROXBURY 115KV - CARL PN 115KV (CARL PN 115 KV CAR-ROX),high,0.8873,0.8333,1.0,1.0,0.7059,0.8625,True
CARL PN-ROXBURY KRG 1049 B 115 KV,dayzer,CARL PN_115 KV_CAR-ROX:ACTUAL,medium,0.5422,0.7273,0.0,1.0,0.2857,0.5141,True
STEELCTY_T5_500TR1_XF,pano,STEELCTY 500KV - STEELCTY 230KV (STEELCTY 500 KV TR1),low,0.375,0.25,1.0,0.0,0.0,0.3611,True
STEELCTY_T5_500TR1_XF,dayzer,RIVERSIM_138 KV_T5_XF:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
4_QUAD_C_T4_345TR118_XF,pano,RINGGOLD230 KV  T4,low,0.1667,0.3333,0.0,0.0,0.0,0.1667,True
4_QUAD_C_T4_345TR118_XF,dayzer,CHALKPT_230 KV_T4:ACTUAL,low,0.2429,0.2857,0.0,0.0,1.0,0.2429,True
BAGLEY  230 KV  BAG-GRAC,pano,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC),high,0.8477,0.75,1.0,1.0,0.7273,0.7227,False
BAGLEY  230 KV  BAG-GRAC,dayzer,BAGLEY_230 KV_BAG-GRAC:500/230.WaughChapel.500-1,medium,0.6071,0.8571,0.0,1.0,0.2857,0.6036,True
MADDOXCR345 KV  ELI-MAD,pano,MADDOXCR 345KV - ELIMA 345KV (MADDOXCR 345 KV ELI-MAD),medium,0.46,0.5,0.0,1.0,0.6,0.46,True
MADDOXCR345 KV  ELI-MAD,dayzer,MADDOXCR_345 KV_ELI-MAD:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4056,False
EDISON2 138 KV  EDI-GRA,pano,EDISON2 138 KV  EDI-GRA,high,0.725,1.0,0.0,1.0,0.75,0.725,True
EDISON2 138 KV  EDI-GRA,dayzer,EDISON2_138 KV_EDI-OLI1:ACTUAL,medium,0.469,0.5714,0.0,1.0,0.3333,0.4357,True
08LAPLJT138 KV  08L-SAN1,pano,08LAPLJT138 KV  08L-SAN1,high,0.8567,1.0,0.6667,1.0,0.4,0.6833,False
08LAPLJT138 KV  08L-SAN1,dayzer,08LAPLJT_138 KV_08L-SAN1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
SHAWVILL4.1 KV  BNK 14-T,pano,SHAWVILL 1KV - SHAWVILL 4.16KV (SHAWVILL 4.1 KV BNK 14-T),low,0.3071,0.5,0.0,0.0,0.5714,0.2889,True
SHAWVILL4.1 KV  BNK 14-T,dayzer,SHAWVILL_4.1 KV_BNK 14-T:ACTUAL,low,0.3357,0.5714,0.0,0.0,0.5,0.2222,True
ATHENIA 230 KV  ATH-BERA,pano,ATHENIA 230KV - BERGEN 230KV (ATHENIA 230 KV ATH-BERA),high,0.8583,0.75,1.0,1.0,0.8333,0.7512,False
ATHENIA 230 KV  ATH-BERA,dayzer,ATHENIA_230 KV_ATH-BERA:ACTUAL,medium,0.6008,0.8571,0.0,1.0,0.2222,0.5083,False
NELSON 138 KV NELSON-VIENNA 13707,pano,VIENNA 138KV - NELSON 138KV (NELSON 138 KV NEL-VIE),medium,0.6778,0.8889,0.0,1.0,0.8333,0.6778,True
NELSON 138 KV NELSON-VIENNA 13707,dayzer,NELSON_138 KV_NEL-VIE:L138.Loretto-Vienna.13780,medium,0.575,0.8,0.0,1.0,0.25,0.5694,True
FRENCHSM 138 KV FRENCHSM-JUNCTION JST1,pano,JUNCTION 138KV - FRENCHSM 138KV (FRENCHSM 138 KV FRE-JUN),high,0.8406,0.7273,1.0,1.0,0.7692,0.6739,False
FRENCHSM 138 KV FRENCHSM-JUNCTION JST1,dayzer,FRENCHSM_138 KV_FRE-JUN:ACTUAL,medium,0.47,0.6,0.0,1.0,0.2,0.4222,True
BIGPINET138 KV  BIG-KIS,pano,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),high,0.71,0.5,1.0,1.0,0.6,0.585,False
BIGPINET138 KV  BIG-KIS,dayzer,BIGPINET_138 KV_BIG-KIS:ACTUAL,medium,0.4643,0.5714,0.0,1.0,0.2857,0.4333,True
AEP-DOM CONTINGENCY 55,pano,AEP-DOM contingency 55,high,0.8167,1.0,1.0,0.0,0.6667,0.6917,False
AEP-DOM CONTINGENCY 55,dayzer,AEP-DOM contingency 17 Amos.U1U2U3,low,0.425,0.75,0.0,0.0,0.5,0.425,True
HALLWOOD 69 KV HALLWOOD-OAKHALL 6790-1,pano,OAKHALL 69KV - HALLWOOD 69KV (HALLWOOD 69 KV HAL-OAK),high,0.8769,0.8,1.0,1.0,0.7692,0.7045,False
HALLWOOD 69 KV HALLWOOD-OAKHALL 6790-1,dayzer,HALLWOOD_69 KV_HAL-OAK:L69.OakHall-Perdue-Tasley.6778,medium,0.5056,0.6667,0.0,1.0,0.2222,0.5033,True
HARWOOD 230 KV HARWOOD-SUSQUEHA,pano,SUSQUEHA 230KV - HARWOOD 230KV (HARWOOD 230 KV HAR-SUS),high,0.9214,0.8889,1.0,1.0,0.7692,0.838,False
HARWOOD 230 KV HARWOOD-SUSQUEHA,dayzer,HARWOOD_230 KV_HAR-SUS:ACTUAL,medium,0.545,0.75,0.0,1.0,0.2,0.525,True
RICHMOND138 KV  RIC-SEL1,pano,SELMAPAR 138KV - RICHMOND 138KV (RICHMOND 138 KV RIC-SEL1),medium,0.6944,0.5,1.0,1.0,0.4444,0.5952,False
RICHMOND138 KV  RIC-SEL1,dayzer,RICHMOND_138 KV_RIC-SEL1:L765.Marysville-Sorenson,low,0.3722,0.4444,0.0,1.0,0.0,0.2944,False
NMESHOPP 230 KV NMESHOPP 4TX 230 CB CB,pano,NMESHOPP230 KV  4 TX,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4757,True
NMESHOPP 230 KV NMESHOPP 4TX 230 CB CB,dayzer,NMESHOPP_230 KV_#3 TX:ACTUAL,medium,0.4571,0.5,0.0,1.0,0.5714,0.4571,True
REMNTNCT230 KV  299A,pano,MARSHRUN 230KV - REMNTNCT 230KV (REMNTNCT 230 KV 299A),medium,0.5952,0.3333,1.0,1.0,0.2857,0.5119,False
REMNTNCT230 KV  299A,dayzer,REMNTNCT_230 KV_299A:L230.Remington-MarshRun.280,low,0.2929,0.2857,0.0,1.0,0.0,0.2929,True
GRACETON 230 KV GRACETON-SAFEHARB 2303,pano,GRACETON230 KV  GRA-SAF,high,0.7462,0.75,0.6667,1.0,0.5455,0.7462,True
GRACETON 230 KV GRACETON-SAFEHARB 2303,dayzer,GRACETON_230 KV_GRA-MANO:ACTUAL,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
BLAIRSVE138 KV  BLA-SOC,pano,BLAIRSVE 138KV - SOCIALHA 138KV (BLAIRSVE 138 KV BLA-SOC),high,0.7045,0.5,1.0,1.0,0.5455,0.6212,False
BLAIRSVE138 KV  BLA-SOC,dayzer,BLAIRSVE_138 KV_BLA-SOC:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4286,True
NMESHOPP #3 TX    XFORMER   H  230 KV,pano,NMESHOPP 230KV - NMESHOPP 115KV (NMESHOPP 230 KV 4 TX),high,0.7167,0.5,1.0,1.0,0.6667,0.7167,True
NMESHOPP #3 TX    XFORMER   H  230 KV,dayzer,NMESHOPP_230 KV_4 TX:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4607,True
FARMVIEW138 KV  FRM-MIL,pano,MILFORD 138KV - FARMVIEW 138KV (FARMVIEW 138 KV FRM-MIL),high,0.71,0.5,1.0,1.0,0.6,0.46,False
FARMVIEW138 KV  FRM-MIL,dayzer,FARMVIEW_138 KV_FRM-MIL:230/138.CedarCreek.AT20,low,0.4333,0.5,0.0,1.0,0.3333,0.4056,True
0703 138 KV 0703 3,pano,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),low,0.2167,0.0,0.0,1.0,0.6667,0.2167,True
0703 138 KV 0703 3,dayzer,BERGEN_138 KV_REAC1339:ACTUAL,low,0.2167,0.0,0.0,1.0,0.6667,0.2167,True
ATHENIA 138 KV ATHENIA-FAIRLAWN I-1361,pano,FAIRLAWN 138KV - ATHENIA 138KV (ATHENIA 138 KV ATH-FAI),medium,0.6333,0.8,0.0,1.0,0.8333,0.6333,True
ATHENIA 138 KV ATHENIA-FAIRLAWN I-1361,dayzer,ATHENIA_138 KV_ATH-FAI:230/138.Fairlawn.220-1,medium,0.6194,0.8889,0.0,1.0,0.25,0.5278,False
NEWCARLI138 KV  NEW-PLE,pano,NEWCARLI 138KV - PLETCHER 138KV (NEWCARLI 138 KV NEW-PLE),high,0.7045,0.5,1.0,1.0,0.5455,0.6762,True
NEWCARLI138 KV  NEW-PLE,dayzer,NEWCARLI_138 KV_NEW-PLE:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4286,True
HANOVER_69KVHAN-PAR_1_LN,pano,PARRISPL 69KV - HANOVER 69KV (HANOVER 69 KV HAN-PAR),low,0.2222,0.4444,0.0,0.0,0.0,0.2222,True
HANOVER_69KVHAN-PAR_1_LN,dayzer,HANOVER_69 KV_HAN-PAR:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.2095,True
VINELAND69 KV   0712,pano,VINELAND69 KV   0712,high,0.95,1.0,1.0,1.0,0.5,0.8667,False
VINELAND69 KV   0712,dayzer,CLAYTNAE69 KV CLA-WOO New Freedom-Monroe (2305) Monroe #4 xfmr,low,0.1833,0.0,0.0,1.0,0.3333,0.1833,True
DOEX530 345 KV  DOE-PIE2,pano,PIERCE 345KV - DOEX530 345KV (DOEX530 345 KV DOE-PIE2),medium,0.5821,0.75,0.0,1.0,0.5714,0.5821,True
DOEX530 345 KV  DOE-PIE2,dayzer,DOEX530_345 KV_DOE-PIE2:ACTUAL,medium,0.6186,0.8571,0.0,1.0,0.4,0.4833,False
LAKEGEO - TOWERRD 138 KV L/O MICHCITY-BABCOCK 345 KV,pano,LAKEGEOR 138KV - TOWERRD 138KV (LAKEGEOR 138 KV LAK-TOW1),medium,0.5462,0.2,1.0,1.0,0.4615,0.4845,False
LAKEGEO - TOWERRD 138 KV L/O MICHCITY-BABCOCK 345 KV,dayzer,LAKEGEOR_138 KV_LAK-TOW1:L345.Babcock-MichiganCity (NIPS),low,0.2556,0.1667,0.0,1.0,0.2222,0.2409,True
LOGTOWN 138 KV  LOG-NDEL,pano,LOGTOWN 138KV - NDELPHOS 138KV (LOGTOWN 138 KV LOG-NDEL),high,0.8477,0.75,1.0,1.0,0.7273,0.73,False
LOGTOWN 138 KV  LOG-NDEL,dayzer,LOGTOWN_138 KV_LOG-NDEL:ACTUAL,medium,0.6036,0.8571,0.0,1.0,0.25,0.5536,True
BIGPINET138 KV  BIG-GAR,pano,BIGPINET 138KV - GARRNJCT 138KV (BIGPINET 138 KV BIG-GAR),high,0.7045,0.5,1.0,1.0,0.5455,0.6111,False
BIGPINET138 KV  BIG-GAR,dayzer,BIGPINET_138 KV_BIG-GAR:500/230.Keystone.T4,low,0.4286,0.5,0.0,1.0,0.2857,0.4008,True
COOLSPRI69 KV   COL-HAR,pano,COOLSPRI 69KV - HARBESON 69KV (COOLSPRI 69 KV COL-HAR),high,0.7045,0.5,1.0,1.0,0.5455,0.5278,False
COOLSPRI69 KV   COL-HAR,dayzer,COOLSPRI_69 KV_COL-HAR:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4008,False
DAUPHIN 230 KV DAUPHIN-JUNIATA 1087,pano,JUNIATA 230KV - DAUPHIN 230KV (DAUPHIN 230 KV DAU-JUN),high,0.9354,0.8889,1.0,1.0,0.9091,0.8028,False
DAUPHIN 230 KV DAUPHIN-JUNIATA 1087,dayzer,DAUPHIN_230 KV_DAU-JUN:500/230.Juniata.T1,medium,0.623,0.8889,0.0,1.0,0.2857,0.59,True
HAYES_FE345 KV  TR1,pano,HAYES_FE 345KV - HAYES_FE 138KV (HAYES_FE 345 KV TR1),high,0.7,0.5,1.0,1.0,0.5,0.69,True
HAYES_FE345 KV  TR1,dayzer,HAYES_FE_345 KV_TR1:ACTUAL,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
EWATERVT138 KV  EAS-HAR,pano,EWATERVT 138KV - HARTFORD 138KV (EWATERVT 138 KV EAS-HAR),medium,0.46,0.5,0.0,1.0,0.6,0.4545,True
EWATERVT138 KV  EAS-HAR,dayzer,EWATERVT_138 KV_EAS-HAR:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.3833,False
CROZET 230 KV CROZET -DOOMS4 291A,pano,DOOMS4 230KV - CROZET 230KV (CROZET 230 KV 291A),high,0.8857,0.8571,1.0,1.0,0.5714,0.7894,False
CROZET 230 KV CROZET -DOOMS4 291A,dayzer,CROZET 230 KV 291A 553 LINE:ELMONT-CUNNINGHAM TX#2,medium,0.4727,0.5,0.0,1.0,0.7273,0.4,False
BRANDONS 230 KV BRANDONS-WAUGHCHA 2342,pano,WAUGHCHA 230KV - BRANDONS 230KV (BRANDONS 230 KV BRA-WAU2),high,0.8667,0.8,1.0,1.0,0.6667,0.7417,False
BRANDONS 230 KV BRANDONS-WAUGHCHA 2342,dayzer,BRANDONS_230 KV_BRA-WAU2:L230.Graceton-Bagley-RaphaelRoad.2313,low,0.4,0.5,0.0,1.0,0.0,0.4,True
PIERCE  345 KV  PIE-DEA1,pano,DEARBORN 345KV - PIERCE 345KV (PIERCE 345 KV PIE-DEA1),high,0.835,0.75,1.0,1.0,0.6,0.7517,False
PIERCE  345 KV  PIE-DEA1,dayzer,PIERCE_345 KV_PIE-DEA1:L345.EastBend-Terminal,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
OX4 500 KV OX4 TX1 XFORMER,pano,OX4 500KV - OX4 230KV (OX4 500 KV TX1),high,0.719,0.5714,1.0,1.0,0.3333,0.6357,False
OX4 500 KV OX4 TX1 XFORMER,dayzer,OX4_500 KV_TX1:L230.Braddock-Idylwood.207,low,0.4,0.5,0.0,1.0,0.0,0.4,True
155 NELS345 KV  TR81CT-P,pano,1 LASALL345 KV  TR81CT-P,high,0.7833,0.6667,1.0,1.0,0.5,0.69,False
155 NELS345 KV  TR81CT-P,dayzer,155 NELS_345 KV_TR81CT-P:155 NELSON TR 84,low,0.44,0.5,0.0,1.0,0.4,0.4357,True
FOX_HOLL161 KV  TR1,pano,FOX_HOLL161 KV  TR1,high,0.7,1.0,0.0,1.0,0.5,0.44,False
FOX_HOLL161 KV  TR1,dayzer,FOX_HOLL_161 KV_TR1:ACTUAL,medium,0.5024,0.5714,0.0,1.0,0.6667,0.35,False
DEEPCRK 115 KV DEEPCRK-GARRETAP SDC 1059,pano,GARRETAP 115KV - DEEPCRK 115KV (DEEPCRK 115 KV DEE-GAR),medium,0.6214,0.8,0.0,1.0,0.7143,0.6214,True
DEEPCRK 115 KV DEEPCRK-GARRETAP SDC 1059,dayzer,DEEPCRK_115 KV_DEE-GAR:ACTUAL,medium,0.5233,0.6667,0.0,1.0,0.4,0.44,False
OLIVE   138 KV  2-S,pano,OLIVE 138KV - OLIVE 1KV (OLIVE 138 KV 2-S),medium,0.5633,0.6667,0.0,1.0,0.8,0.5633,True
OLIVE   138 KV  2-S,dayzer,OLIVE_138 KV_2-S:ACTUAL,medium,0.6,0.8,0.0,1.0,0.5,0.4833,False
155 NELS 345 KV 155 NELS TR81CT-P XFORMER,pano,155 NELS 345KV - 155 NELS 1KV (155 NELS 345 KV TR81CT-P),high,0.8133,0.6667,1.0,1.0,0.8,0.7022,False
155 NELS 345 KV 155 NELS TR81CT-P XFORMER,dayzer,155 NELS_345 KV_TR81CT-P:345/138.155Nelson.TR82,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
CHESWICK138 KV  CHE-SPR,pano,CHESWICK138 KV  CHE-SPR,high,0.8417,1.0,0.5,1.0,0.6667,0.7167,False
CHESWICK138 KV  CHE-SPR,dayzer,CHESWICK_138 KV_CHE-SPR:500/230.Conastone.500-4,medium,0.4643,0.5714,0.0,1.0,0.2857,0.4607,True
DOEX530_T1_345208T_XF,pano,SCADIZ  138 KV  T1_XF,low,0.2857,0.5714,0.0,0.0,0.0,0.2857,True
DOEX530_T1_345208T_XF,dayzer,SCADIZ_138 KV_T1_XF:ACTUAL,low,0.35,0.5,0.0,0.0,1.0,0.2429,False
SHERWOOD-TRANSCO 91C B 115 KV,pano,TRANSCO 115KV - SHERWOOD 115KV (SHERWOOD 115 KV 91C),high,0.8952,0.8571,1.0,1.0,0.6667,0.8119,False
SHERWOOD-TRANSCO 91C B 115 KV,dayzer,SHERWOOD_115 KV_91C:L500.MtStorm-Valley.550,low,0.4,0.5,0.0,1.0,0.0,0.4,True
NOTTINGH 230 KV NOTTINGHM 1-3 SER DEV,pano,NOTTINGHM 1-3 SER DEV       A  230 KV,high,0.9013,0.8571,1.0,1.0,0.7273,0.9013,True
NOTTINGH 230 KV NOTTINGHM 1-3 SER DEV,dayzer,NOTTINGHM 2-3 SER DEV A 230 KV:TEMP.DBL.500/230.CONASTONE.500-4 + Peach Bot - Conaston,low,0.4379,0.4615,0.0,1.0,0.5714,0.3167,False
COLLIER 345 KV COLLIER T2 XFORMER,pano,COLLIER  T2       XFORMER   H  345 KV,high,0.9286,0.8571,1.0,1.0,1.0,0.7738,False
COLLIER 345 KV COLLIER T2 XFORMER,dayzer,COLLIER_345 KV_T1:345/138.Collier.T2,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
MICHIGAN CITY-TRAIL CREEK 138 L/O MICHIGAN CITY-BOSSERMAN 138 FG,pano,Michigan City-Trail Creek 138 l/o Michigan City-Bosserman 138,high,0.7115,0.9231,1.0,0.0,0.0,0.6282,False
MICHIGAN CITY-TRAIL CREEK 138 L/O MICHIGAN CITY-BOSSERMAN 138 FG,dayzer,DUNEACRE_138 KV_DUN-MIC1:Dune Acre-Michigan City #2,low,0.1429,0.2857,0.0,0.0,0.0,0.1429,True
116 GOOD345 KV 11620,pano,116 GOOD345 KV  11620,medium,0.6833,1.0,0.0,1.0,0.3333,0.4286,False
116 GOOD345 KV 11620,dayzer,BEAV DUQ_345 KV_BEA-MAN5:Mansfield - Crescent (DUQ) 345 KV LINE,low,0.1944,0.0,0.0,1.0,0.4444,0.1944,True
