market_record_id,market_index,market_constraint,match_source,candidate_record_id,candidate_index,candidate_constraint,facility_score,contingency_score,voltage_match,voltage_near_match,token_overlap,zone_overlap,interface_keyword_match,embedding_similarity,rule_score,rule_score_v1,rule_score_v2,best_score,second_best_score,score_margin,ambiguity_flag,manual_label,review_notes
10016883556,400,HIGHLAOE138 KV  HIG-COM1,dayzer,520753,4031,HIGHLAOE_138 KV_HIG-COM1:ACTUAL,0.571429,0.0,1.0,1.0,0.4,0.0,0.0,,0.561429,0.435714,0.561429,0.561429,0.522222,0.03920699999999999,True,,
10016013599,401,LACKAWAN230 KV  LAC-SUM2,dayzer,520933,4192,LACKAWAN_230 KV_LAC-SUM2:ACTUAL,0.571429,0.0,1.0,1.0,0.444444,0.0,0.0,,0.565873,0.435714,0.565873,0.565873,0.535,0.03087299999999993,True,,
10016017602,402,HAVILAND J            CB       138 KV,dayzer,520578,3887,HAVILAND_138 KV_GSU:ACTUAL,0.333333,0.0,1.0,1.0,0.222222,0.0,0.0,,0.388889,0.316667,0.388889,0.388889,0.361111,0.02777799999999997,True,,
10018751169,403,BABCOCK-STILLWELL 345KV L/O WILTON CENTER-DUMONT 765KV,dayzer,511258,1677,BABCOCK_345 KV_BAB-STI1:Dumont-Wilton Center 765kV,0.666667,0.0,1.0,1.0,0.666667,0.0,0.0,,0.65,0.483333,0.65,0.65,0.611538,0.038461999999999996,True,,
10000566172,405,ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,dayzer,552622,11413,SHADEGAP_115 KV_SHA-THR:230/115.Lewistown.T3,0.4,0.0,1.0,1.0,0.307692,0.0,0.0,,0.440769,0.35,0.440769,0.440769,0.440769,0.0,True,,
10016743734,406,MONROE-LALLENDORF 345KV L/O MORROCCO-ALLENJCT 345KV,dayzer,534185,8871,ALLENJUN_345 KV_ALL-MORO:L345.Lallendorf-Monroe[DET].Tie,0.285714,0.0,1.0,1.0,0.421053,0.0,1.0,,0.47782,0.292857,0.47782,0.47782,0.46746,0.010360000000000036,True,,
10000566079,407,ETOWANDA 230 KV ETOWANDA-HILLSIDE 2002 TIE,dayzer,241560,913,ETOWANDA_230 KV_3 TX:L230.ETowanda-Hillside.2002 [NYISO],0.5,0.0,1.0,1.0,0.5,0.2,0.0,,0.525,0.42,0.525,0.525,0.525,0.0,True,,
10004236903,409,EELKHART138 KV  EEL-MOT1,dayzer,520522,3834,COREY_138 KV_COR-MOT1:ACTUAL,0.285714,0.0,1.0,1.0,0.181818,0.0,0.0,,0.353896,0.292857,0.353896,0.353896,0.351429,0.002466999999999997,True,,
10016023276,410,BOONETWN230 KV  BOO-SRE,dayzer,520591,3897,BOONETWN_230 KV_BOO-SRE:ACTUAL,0.571429,0.0,1.0,1.0,0.75,0.571429,0.0,,0.596429,0.492857,0.596429,0.596429,0.571429,0.025000000000000022,True,,
10016023276,410,BOONETWN230 KV  BOO-SRE,pano,2302,2301,BOONETWN 230KV - SREADING 230KV (BOONETWN 230 KV BOO-SRE),0.5,0.0,1.0,1.0,0.4,0.6,0.0,,0.425,0.46,0.425,0.425,0.423182,0.0018179999999999863,True,,
10000568636,412,COLLEGEC 138 KV COLLEGEC-COLLINSV,pano,5660,5659,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6),0.8,0.0,1.0,1.0,0.615385,0.8,0.0,,0.580769,0.63,0.580769,0.580769,0.580769,0.0,True,,
10000571390,413,EBEND 345 KV EBEND-TERMINAL,pano,943,942,EBEND 345KV - TERMINAL 345KV (EBEND 345 KV EBE-TER1),0.888889,0.0,1.0,1.0,0.727273,0.727273,0.0,,0.622727,0.667172,0.622727,0.622727,0.620769,0.0019580000000000153,True,,
10016763556,414,BRAMBLET-EVRGREEN 2172B     A  230 KV,dayzer,551732,10929,BRAMBLET_230 KV_BRA-EVRG:L230.Beaumead-Ashburn-PleasantView.274,0.2,0.0,1.0,1.0,0.714286,0.0,0.0,,0.351429,0.25,0.351429,0.351429,0.325214,0.02621499999999999,True,,
10000465626,415,HARWOOD 230 KV HARWOOD 4 XFORMER,dayzer,551011,10430,HARWOOD_230 KV_5:230/69.Harwood.T6,0.5,0.0,1.0,1.0,0.8,0.0,0.0,,0.555,0.4,0.555,0.555,0.555,0.0,True,,
10000465626,415,HARWOOD 230 KV HARWOOD 4 XFORMER,pano,189,188,HARWOOD 230KV - HARWOOD 69KV (HARWOOD 230 KV 5),0.4,1.0,1.0,1.0,0.571429,0.8,0.0,,0.698571,0.68,0.698571,0.698571,0.698571,0.0,True,,
10003893369,416,TWINBRAN345 KV  T-7,dayzer,520492,3807,FOWLER_345 KV_T-1:ACTUAL,0.4,0.0,1.0,1.0,0.666667,0.666667,0.0,,0.476667,0.416667,0.476667,0.476667,0.476667,0.0,True,,
10003893369,416,TWINBRAN345 KV  T-7,pano,7874,7873,BALDWIN3 345KV - BALDWIN3 138KV (BALDWIN3 345 KV T 132275),0.333333,0.0,1.0,1.0,0.222222,0.666667,0.0,,0.344444,0.383333,0.344444,0.344444,0.341667,0.002776999999999974,True,,
10000466504,417,EASTON 138 KV EASTON AT-1 XFORMER,dayzer,512049,1965,EASTON_138 KV_AT-1:ACTUAL,0.666667,0.0,1.0,1.0,0.5,0.0,0.0,,0.633333,0.483333,0.633333,0.633333,0.610317,0.023016000000000036,True,,
10002551033,418,74 KEWAN138 KV L74B1Z1,dayzer,201243,535,OAKHALL_138 KV_AT1:L138.OakHall-Pocomoke.13787,0.0,0.0,1.0,1.0,0.181818,0.0,0.0,,0.168182,0.15,0.168182,0.168182,0.166667,0.0015149999999999886,True,,
10000579198,419,MAHANSLA 138 KV MAHANS LANE-TIDD,dayzer,553097,11723,MAHANSLA_138 KV_MAH-TID:L138.Weirton-Carnegie-Tidd.224,0.571429,0.0,1.0,1.0,0.823529,0.181818,0.0,,0.603782,0.453896,0.603782,0.603782,0.6,0.003782000000000063,True,,
10018356105,420,CRESCENT RIDGE - CORBIN 138 KV L/O KEWANEE EAST - BUREAU 138 KV,dayzer,553681,12127,18706_138 KV_18706_2:L138.Kewanee-SchauffRd-Normandy.7405,0.181818,0.0,1.0,1.0,0.285714,0.0,0.0,,0.296753,0.240909,0.296753,0.296753,0.289916,0.006836999999999982,True,,
10016766849,421,FARMVILL230 KV  TX5,dayzer,551798,10961,FARMVILL_230 KV_TX5:230/115.Farmville.TX4,0.333333,0.0,1.0,1.0,0.75,0.0,0.0,,0.441667,0.316667,0.441667,0.441667,0.438571,0.0030959999999999877,True,,
10016743810,422,COLLEGE CORNER - COLLINSVILLE 138 KV L/O TANNERS CREEK - MIAMI FORT 345 KV,dayzer,530458,6183,BATESVIL_138 KV_BAT-HUB1:L345.Tanners Creek-Miami Fort,0.5,0.0,1.0,1.0,0.526316,0.0,0.0,,0.527632,0.4,0.527632,0.527632,0.527632,0.0,True,,
10018982110,423,ELIMA_138KVELI-HAV1_1_LN,dayzer,520609,3911,ELIMA_138 KV_ELI-HAV1:ACTUAL,0.5,0.0,0.0,0.0,0.363636,0.0,0.0,,0.361364,0.25,0.361364,0.361364,0.336923,0.024441000000000046,True,,
10018972242,424,AUSTIN - TAYLORV 138 KV L/O AUSTIN - PANA 345 KV,dayzer,551490,10818,AUSTIN_138 KV_AUS-TAY:Pana - Austin 345 kV,0.5,0.0,1.0,1.0,0.444444,0.0,0.0,,0.519444,0.4,0.519444,0.519444,0.498889,0.02055499999999999,True,,
10018972242,424,AUSTIN - TAYLORV 138 KV L/O AUSTIN - PANA 345 KV,pano,899,898,AUSTIN 138KV - TAYLORV3 138KV (AUSTIN 138 KV AUS-TAY),0.222222,1.0,1.0,1.0,0.5,0.4,0.0,,0.595,0.551111,0.595,0.595,0.555,0.039999999999999925,True,,
10017408419,425,PREST - TIBBS 138 KV L/O ASTER - COMMODORE 345 KV,dayzer,554117,12477,PRES_138 KV_PRE-TIBB:Commodore - Jord 345 kV,0.2,0.0,1.0,1.0,0.166667,0.0,0.0,,0.296667,0.25,0.296667,0.296667,0.296667,0.0,True,,
10018888152,426,BEAUMEAD-DTC 2143B          A  230 KV,dayzer,554372,12722,BEAUMEAD_230 KV_BEA-DTC:L230.EvergreenMills-Brableton.2172,0.444444,0.0,1.0,1.0,0.833333,0.285714,0.0,,0.522222,0.400794,0.522222,0.522222,0.488889,0.033332999999999946,True,,
10019004387,429,LORETTO_138KVLOR-VIE_1_LN,dayzer,100018,108,LORETTO_138 KV_LOR-VIE:ACTUAL,0.5,0.0,0.0,0.0,0.4,0.0,0.0,,0.365,0.25,0.365,0.365,0.361616,0.003383999999999998,True,,
10002686839,430,ROXBURY NO2 TX XFORMER H 138 KV,dayzer,28000175,13297,ROXBURY_138 KV_NO2 TX:ACTUAL,0.666667,0.0,1.0,1.0,0.5,0.25,0.0,,0.633333,0.508333,0.633333,0.633333,0.59026,0.04307300000000003,True,,
10015744613,431,BRUNSCOL500 KV  509,dayzer,512182,2062,SUSQUEHA_500 KV_21:ACTUAL,0.0,0.0,1.0,1.0,0.5,0.5,0.0,,0.2,0.2,0.2,0.2,0.2,0.0,True,,
10015744613,431,BRUNSCOL500 KV  509,pano,20602,20601,AEP-DOM,0.0,0.0,1.0,1.0,0.0,0.571429,0.0,,0.178571,0.207143,0.178571,0.178571,0.175,0.0035710000000000186,True,,
10018746164,432,1808    138 KV  1808 5,dayzer,101064,163,6102_138 KV_6102 4:ACTUAL,0.0,0.0,1.0,1.0,1.0,0.5,0.0,,0.25,0.2,0.25,0.25,0.216667,0.033333,True,,
10018746164,432,1808    138 KV  1808 5,pano,140,139,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),0.0,0.0,1.0,1.0,0.0,0.5,0.0,,0.175,0.2,0.175,0.175,0.175,0.0,True,,
10000466766,433,112 WILT 765 KV 112 WILTON 65TR93 CT,dayzer,552580,11393,112 WILT_765 KV_TR93CT-P:765/345.Wilton.TR94,0.666667,0.0,1.0,1.0,0.615385,0.0,0.0,,0.644872,0.483333,0.644872,0.644872,0.607143,0.03772900000000001,True,,
10000466766,433,112 WILT 765 KV 112 WILTON 65TR93 CT,pano,19064,19063,112 WILT765 KV  TR93CT-P,0.6,0.0,1.0,1.0,0.5,0.285714,0.0,,0.459286,0.478571,0.459286,0.459286,0.449167,0.010119000000000045,True,,
10019146392,434,CEDARGRO_230KVCED-CLIK_1_LN,dayzer,101200,254,CEDARGRO_230 KV_CED-CLIK:ACTUAL,0.5,0.0,0.0,0.0,0.666667,0.5,0.0,,0.391667,0.3,0.391667,0.391667,0.369444,0.022222999999999993,True,,
10019146392,434,CEDARGRO_230KVCED-CLIK_1_LN,pano,518,517,CEDARGRO 230KV - CLIF PS 230KV (CEDARGRO 230 KV CED-CLIK),0.4,0.0,0.0,0.0,0.333333,0.0,0.0,,0.196667,0.2,0.196667,0.196667,0.195385,0.0012820000000000054,True,,
10000465626,435,HARWOOD 230 KV HARWOOD 4 XFORMER,dayzer,551011,10430,HARWOOD_230 KV_5:230/69.Harwood.T6,0.5,0.0,1.0,1.0,0.5,0.0,0.0,,0.525,0.4,0.525,0.525,0.525,0.0,True,,
10000465626,435,HARWOOD 230 KV HARWOOD 4 XFORMER,pano,3914,3913,HARWOOD 230KV - HARWOOD 69KV (HARWOOD 230 KV 4),0.4,1.0,1.0,1.0,0.769231,0.75,0.0,,0.705962,0.675,0.705962,0.705962,0.705962,0.0,True,,
10002379185,436,20 BRAID345 KV TR2 24,pano,16282,16281,20 BRAID345 KV  TR2    24,1.0,0.0,1.0,1.0,0.666667,0.5,0.0,,0.658333,0.7,0.658333,0.658333,0.658333,0.0,True,,
10000565950,439,LINCOJCT 115 KV LINCOJCT-LINCOLN 963-1T,dayzer,533159,8082,LINCOJCT_115 KV_LNJ-LIN:L500.Brighton-Conastone,0.5,0.0,1.0,1.0,0.461538,0.222222,0.0,,0.521154,0.422222,0.521154,0.521154,0.507143,0.014010999999999996,True,,
10019203941,440,8810_138KV88102_1_LN,dayzer,520290,3636,BONDRNT6_345 KV_LN 4692:ACTUAL,0.4,0.0,0.0,0.0,0.666667,1.0,0.0,,0.326667,0.3,0.326667,0.326667,0.293333,0.033333999999999975,True,,
10019203941,440,8810_138KV88102_1_LN,pano,388,387,0704_07013807043_1_LN,0.666667,0.0,0.0,0.0,0.4,0.0,0.0,,0.32,0.333333,0.32,0.32,0.32,0.0,True,,
10000565959,441,MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,dayzer,100062,124,MIDDLJCT_115 KV_MID-YOR8:ACTUAL,0.666667,0.0,1.0,1.0,0.461538,0.0,0.0,,0.629487,0.483333,0.629487,0.629487,0.597143,0.03234400000000004,True,,
10000566170,442,ROCKTONM 115 KV ROCKTONM-SHAWVILL SD 1076,dayzer,519585,3080,ROCKTONM_115 KV_ROC-SHA:ACTUAL,0.6,0.0,1.0,1.0,0.461538,0.181818,0.0,,0.586154,0.468182,0.586154,0.586154,0.555,0.031153999999999904,True,,
10018857109,443,THOMSON - KENZIE CREEK 345 KV L/O E. ELKHART - THOMSON 345 KV,dayzer,552317,11239,KENZIECR_345 KV_TR1:L345.EastElkhart-Thomson,0.181818,0.0,1.0,1.0,0.461538,0.0,0.0,,0.314336,0.240909,0.314336,0.314336,0.312626,0.0017099999999999893,True,,
10004067892,444,CARS DUQ138 KV  CAR-OAK1,dayzer,520069,3462,CARS DUQ_138 KV_CAR-OAK1:ACTUAL,0.666667,0.0,1.0,1.0,0.5,0.25,0.0,,0.633333,0.508333,0.633333,0.633333,0.59026,0.04307300000000003,True,,
10000569599,445,SPRINGCR 138 KV SPRINGCR-WOLFHILL,pano,1653,1652,WOLFHILL 138KV - SPRINGCR 138KV (SPRINGCR 138 KV SPR-WOL2),0.8,0.0,1.0,1.0,0.666667,0.727273,0.0,,0.579697,0.622727,0.579697,0.579697,0.575,0.004697000000000062,True,,
10016074872,446,FACEROCK69 KV   FAC-MAN,pano,5224,5223,FACEROCK 69KV - MANOR 69KV (FACEROCK 69 KV FAC-MAN),0.5,0.0,1.0,1.0,0.363636,0.6,0.0,,0.423182,0.46,0.423182,0.423182,0.422273,0.0009089999999999931,True,,
10000468963,447,CAYUGA2 345 KV CAYUGA2 9 XFORMER,dayzer,532497,7648,CAYUGA2_345 KV_9-P:345/230.Cayuga.TX10,0.444444,0.0,1.0,1.0,0.6,0.0,0.0,,0.498889,0.372222,0.498889,0.498889,0.478889,0.020000000000000018,True,,
10000468963,447,CAYUGA2 345 KV CAYUGA2 9 XFORMER,pano,4507,4506,CAYUGA2 345KV - CAYUGA2 1KV (CAYUGA2 345 KV 9-P),0.222222,1.0,1.0,1.0,0.5,0.4,0.0,,0.595,0.551111,0.595,0.595,0.557619,0.037381,True,,
10002884558,448,BREMO4 TX9 XFORMER H 230 KV,dayzer,519250,2898,BREMO4_230 KV_TX9:ACTUAL,0.571429,0.0,1.0,1.0,0.4,0.0,0.0,,0.561429,0.435714,0.561429,0.561429,0.522222,0.03920699999999999,True,,
10015883529,449,LACKAWAN500 KV  4,dayzer,554523,12873,LACKAWAN_500 KV_3:500/230.Lackawanna.T4,0.0,0.0,1.0,1.0,0.285714,0.0,0.0,,0.178571,0.15,0.178571,0.178571,0.172222,0.006349000000000021,True,,
10015883529,449,LACKAWAN500 KV  4,pano,7255,7254,LACKAWAN500 KV  4,1.0,0.0,1.0,1.0,0.25,0.5,0.0,,0.6375,0.7,0.6375,0.6375,0.635,0.0024999999999999467,True,,
10002862867,451,SHERWOOD115 KV  91C,dayzer,550576,10068,SHERWOOD_115 KV_91C:L500.Dooms-Cunningham.534,0.285714,0.0,1.0,1.0,0.8,0.0,0.0,,0.415714,0.292857,0.415714,0.415714,0.395714,0.019999999999999962,True,,
10002892738,452,SPORNAEP-KYGERCRE TIE B 345 KV,dayzer,101240,288,SPORNAEP_345 KV_SPO-KYG1:ACTUAL,0.6,0.0,1.0,1.0,0.461538,0.0,0.0,,0.586154,0.45,0.586154,0.586154,0.555,0.031153999999999904,True,,
10016479158,453,HOPECREE230 KV  HOP-SIL,dayzer,520754,4032,HOPECREE_230 KV_HOP-SIL:ACTUAL,0.571429,0.0,1.0,1.0,0.4,0.25,0.0,,0.561429,0.460714,0.561429,0.561429,0.522222,0.03920699999999999,True,,
10016479158,453,HOPECREE230 KV  HOP-SIL,pano,1337,1336,HOPECREE 230KV - SILVERUN 230KV (HOPECREE 230 KV HOP-SIL),0.5,1.0,1.0,1.0,0.714286,0.545455,0.0,,0.737987,0.704545,0.737987,0.737987,0.737987,0.0,True,,
10003951043,454,BIGPINET138 KV  BIG-GAR,dayzer,550475,9986,BIGPINET_138 KV_BIG-GAR:500/230.Keystone.T4,0.5,0.0,1.0,1.0,0.285714,0.285714,0.0,,0.503571,0.428571,0.503571,0.503571,0.478889,0.02468199999999998,True,,
10000571466,455,NUCOR 345 KV NUCOR-WHITESTO,pano,3842,3841,NUCOR 345KV - WHITESTO 345KV (NUCOR 345 KV NUC-WHI1),0.363636,1.0,1.0,1.0,0.666667,0.5,0.0,,0.67197,0.631818,0.67197,0.67197,0.623674,0.048296000000000006,True,,
10000566079,456,ETOWANDA 230 KV ETOWANDA-HILLSIDE 2002 TIE,dayzer,241560,913,ETOWANDA_230 KV_3 TX:L230.ETowanda-Hillside.2002 [NYISO],0.5,0.0,1.0,1.0,0.363636,0.2,0.0,,0.511364,0.42,0.511364,0.511364,0.511364,0.0,True,,
10017125044,457,ETOWANDA-HILLSIDE 2002 TIE  A   230 KV,dayzer,241560,913,ETOWANDA_230 KV_3 TX:L230.ETowanda-Hillside.2002 [NYISO],0.5,0.0,1.0,1.0,0.5,0.181818,0.0,,0.525,0.418182,0.525,0.525,0.525,0.0,True,,
10000566056,458,EDGEWOOD 115 KV EDGEWOOD-SHELOCTA LSH 1036,dayzer,512853,2439,EDGEWOOD_115 KV_EDG-SHE:ACTUAL,0.6,0.0,1.0,1.0,0.461538,0.181818,0.0,,0.586154,0.468182,0.586154,0.586154,0.561688,0.024465999999999988,True,,
10000566501,459,CHURCH 69 KV CHURCH-NEWMERED 6704-1,dayzer,512046,1962,CHURCH_69 KV_CHU-NME:ACTUAL,0.75,0.0,1.0,1.0,0.6,0.222222,0.0,,0.6975,0.547222,0.6975,0.6975,0.674242,0.023258,True,,
10002494913,460,MARDELA-VIENNA 6708-1 A 69 KV,dayzer,201269,550,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,0.8,0.0,1.0,1.0,0.615385,0.222222,0.0,,0.731538,0.572222,0.731538,0.731538,0.692045,0.039493,True,,
10000565510,461,ELDRED 230 KV ELDRED-SUNBURY,dayzer,512019,1941,ELDRED_230 KV_ELD-SUN:ACTUAL,0.75,0.0,1.0,1.0,0.5,0.2,0.0,,0.6875,0.545,0.6875,0.6875,0.660256,0.027244000000000046,True,,
10000567063,462,MESSICRD 138 KV MESSICRD-RIDGELEY WC4,dayzer,512266,2125,MESSICRD_138 KV_MES-RID:ACTUAL,0.6,0.0,1.0,1.0,0.461538,0.2,0.0,,0.586154,0.47,0.586154,0.586154,0.541667,0.04448699999999994,True,,
10000565555,465,JUNIATA 230 KV JUNIATA-LEWISTOW LJ 2015,pano,3727,3726,JUNIATA 230KV - LEWISTOW 230KV (JUNIATA 230 KV JUN-LEW),0.8,0.0,1.0,1.0,0.615385,0.769231,0.0,,0.579231,0.626923,0.579231,0.579231,0.579048,0.00018300000000004424,True,,
10000686436,466,127 MATT138 KV 6603 2,dayzer,101064,163,6102_138 KV_6102 4:ACTUAL,0.0,0.0,1.0,1.0,0.666667,0.5,0.0,,0.216667,0.2,0.216667,0.216667,0.2,0.016666999999999987,True,,
10000686436,466,127 MATT138 KV 6603 2,pano,14981,14980,127 MATT138 KV  6604 2,1.0,0.0,1.0,1.0,0.5,0.4,0.0,,0.645,0.69,0.645,0.645,0.6325,0.012500000000000067,True,,
10000567678,467,18 WILL 138 KV 18 WILL -1808 1808 1,dayzer,519777,3226,18 WILL_138 KV_0905 4:ACTUAL,0.666667,0.0,1.0,1.0,0.285714,0.0,0.0,,0.611905,0.483333,0.611905,0.611905,0.611905,0.0,True,,
10004075045,469,NMESHOPP-OXBOW ETL A 230 KV,pano,1246,1245,NMESHOPP 230KV - OXBOW 230KV (NMESHOPP 230 KV NME-OXB),0.727273,0.0,1.0,1.0,0.615385,0.714286,0.0,,0.543756,0.585065,0.543756,0.543756,0.542401,0.001354999999999995,True,,
10000565919,471,GERMANTO 115 KV GERMANTO-STRABAN 998,dayzer,519272,2915,GERMANTO_115 KV_GER-STR:ACTUAL,0.666667,0.0,1.0,1.0,0.5,0.2,0.0,,0.633333,0.503333,0.633333,0.633333,0.59026,0.04307300000000003,True,,
10000467986,472,CLBHOUSE 230 KV CLBHOUSE TX1 XFORMER,pano,15967,15966,CLBHOUSE230 KV  TX1,0.666667,0.0,1.0,1.0,0.4,0.4,0.0,,0.49,0.523333,0.49,0.49,0.477885,0.012114999999999987,True,,
10000565918,474,GARDNERS 115 KV GARDNERS-TEXSEAST GAR-TEX,dayzer,101484,423,GARDNERS_115 KV_GAR-TEX:ACTUAL,0.666667,0.0,1.0,1.0,0.5,0.2,0.0,,0.633333,0.503333,0.633333,0.633333,0.59026,0.04307300000000003,True,,
10000566797,475,BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,dayzer,512699,2339,BUTL APS_138 KV_BUT-KAR:ACTUAL,0.615385,0.0,1.0,1.0,0.533333,0.333333,0.0,,0.603333,0.491026,0.603333,0.603333,0.596429,0.006904000000000021,True,,
10019226235,476,64_BELLW_138KV51172_1_LN,dayzer,513025,2568,64 BELLW_138 KV_5117 2:ACTUAL,0.4,0.0,0.0,0.0,0.666667,1.0,0.0,,0.326667,0.3,0.326667,0.326667,0.326667,0.0,True,,
10019226235,476,64_BELLW_138KV51172_1_LN,pano,388,387,0704_07013807043_1_LN,0.5,0.0,0.0,0.0,0.333333,0.0,0.0,,0.241667,0.25,0.241667,0.241667,0.241667,0.0,True,,
10016743675,477,CRETE-ST JOHNS 345 KV,pano,15951,15950,Crete - St Johns Tap 345 kV,0.857143,0.0,1.0,1.0,0.5,0.0,0.0,,0.560714,0.578571,0.560714,0.560714,0.560714,0.0,True,,
10000569383,479,NBRISTOL 138 KV NBRISTOL-WOLFHILL,dayzer,512489,2234,NBRISTOL_138 KV_NBR-WOL1:ACTUAL,0.666667,0.0,1.0,1.0,0.8,0.285714,0.0,,0.663333,0.511905,0.663333,0.663333,0.644872,0.01846099999999995,True,,
10000569383,479,NBRISTOL 138 KV NBRISTOL-WOLFHILL,pano,3452,3451,NBRISTOL 138KV - WOLFHILL 138KV (NBRISTOL 138 KV NBR-WOL1),0.8,0.0,1.0,1.0,0.666667,0.727273,0.0,,0.579697,0.622727,0.579697,0.579697,0.578571,0.0011260000000000714,True,,
10016823429,480,PRES-TIBB L/O ST-FRANCIS-LUTESVILLE 345KV,dayzer,521269,4399,PRAIRST_345 KV_32274323:St. Francis-Lutesville 345kV,0.666667,0.0,1.0,1.0,0.666667,0.0,0.0,,0.65,0.483333,0.65,0.65,0.642857,0.0071430000000000105,True,,
10016823429,480,PRES-TIBB L/O ST-FRANCIS-LUTESVILLE 345KV,pano,16023,16022,Prairie State-W Mt Vernon 345 kV 1/o St. Francis-Lutesville 345kv,0.588235,1.0,1.0,1.0,0.588235,0.0,0.0,,0.744118,0.694118,0.744118,0.744118,0.704412,0.03970599999999991,True,,
10019551339,481,STAFFORD_230KV2104B_1_LN,dayzer,500023,945,LORE 6_161 KV_LN 4361:345L17102,0.333333,0.0,0.0,0.0,0.222222,0.0,0.0,,0.238889,0.166667,0.238889,0.238889,0.238889,0.0,True,,
10000567141,482,SMITHTON 138 KV SMITHTON-YUKON SLJ-YU,dayzer,530679,6360,SMITHTON_138 KV_SMI-YUK2:CHARLERO-YUKON (APS),0.615385,0.0,1.0,1.0,0.571429,0.363636,0.0,,0.607143,0.494056,0.607143,0.607143,0.574762,0.03238099999999999,True,,
10000567141,482,SMITHTON 138 KV SMITHTON-YUKON SLJ-YU,pano,14792,14791,SMITHTON-YUKON SLJ-YU       B  138 KV,0.727273,0.0,1.0,1.0,0.533333,0.769231,0.0,,0.542401,0.590559,0.542401,0.542401,0.51,0.03240100000000001,True,,
10001836095,483,SILVERGR 345 KV SILVERGR 23 XFORMER,dayzer,532788,7807,SILVERGR_345 KV_23:L345.Terminal-PortUnion.4513,0.285714,0.0,1.0,1.0,0.6,0.0,0.0,,0.395714,0.292857,0.395714,0.395714,0.375714,0.020000000000000018,True,,
10002233508,484,BEDINGTON - BLACK OAK REACTIVE TRANSFER INTERFACE,dayzer,6,4,Black Oak - Bedington Interface,0.666667,0.0,0.0,0.0,0.615385,0.0,1.0,,0.594872,0.333333,0.594872,0.594872,0.565074,0.02979799999999999,True,,
10002233508,484,BEDINGTON - BLACK OAK REACTIVE TRANSFER INTERFACE,pano,11050,11049,TRANSFER INTERFACE: BED-BLA,0.666667,0.0,0.0,0.0,0.588235,0.571429,1.0,,0.357983,0.390476,0.357983,0.357983,0.355238,0.0027449999999999974,True,,
10004270088,485,BED-BLA CONTINGENCY 55,dayzer,3000121,12985,BED-BLA contingency 45 MtStorm.U2,0.75,0.0,0.0,0.0,0.5,0.444444,0.0,,0.5375,0.419444,0.5375,0.5375,0.49,0.04749999999999999,True,,
10003894005,488,PASSYUNK69 KV   PAS-SWA,dayzer,520005,3404,PASSYUNK_69 KV_PAS-SWA:ACTUAL,0.571429,0.0,1.0,1.0,0.444444,0.285714,0.0,,0.565873,0.464286,0.565873,0.565873,0.555,0.01087299999999991,True,,
10018012819,490,DUNEACRE - MICHIGAN CITY 39 138 KV L/O DUNEACRE - MICHIGAN CITY 43 138 KV,dayzer,521126,4330,DUNEACRE_138 KV_DUN-MIC1:Dune Acre-Michigan City #2,0.545455,0.0,1.0,1.0,0.571429,0.0,0.0,,0.561688,0.422727,0.561688,0.561688,0.561688,0.0,True,,
10018012819,490,DUNEACRE - MICHIGAN CITY 39 138 KV L/O DUNEACRE - MICHIGAN CITY 43 138 KV,pano,18631,18630,Dune Acres-Michigan City 2 138 kV l/o Dune Acres-Michigan City 1 138 kV,0.666667,0.666667,1.0,1.0,0.769231,0.0,0.0,,0.688462,0.65,0.688462,0.688462,0.655714,0.032748,True,,
10018828734,492,JACKSNVL138 KV  PAR-JACK,dayzer,514120,2674,JACKSNVL_138 KV_PAR-JACK:ACTUAL,0.571429,0.0,1.0,1.0,0.4,0.25,0.0,,0.561429,0.460714,0.561429,0.561429,0.522222,0.03920699999999999,True,,
10004215194,493,NEW LONDON-KOKOMO 230KV L/O CAYUGA-NUCOR 345KV FG,dayzer,533584,8410,KOKOMOPS_230 KV_KOK-NEW1:Nucor-Cayuga 345 kV,0.285714,0.0,1.0,1.0,0.285714,0.0,0.0,,0.364286,0.292857,0.364286,0.364286,0.35,0.014286000000000021,True,,
10004215194,493,NEW LONDON-KOKOMO 230KV L/O CAYUGA-NUCOR 345KV FG,pano,3117,3116,CAYUGA2 230KV - 08HILSDN 230KV (CAYUGA2 230 KV CAY-HILS),0.142857,1.0,1.0,1.0,0.375,0.166667,0.0,,0.541369,0.488095,0.541369,0.541369,0.540728,0.0006410000000000027,True,,
10003795283,494,MITCHELL138 KV  MIT-WIL,pano,14311,14310,MITCHELL138 KV  MIT-UNI,0.666667,0.0,1.0,1.0,0.5,0.444444,0.0,,0.497222,0.527778,0.497222,0.497222,0.495,0.0022220000000000018,True,,
10002898173,496,PLEASNTV-ASHBURN 274D A 230 KV,dayzer,553371,11942,PLEASNTV_230 KV_274D:L230.GooseCreek-Ashburn-Beaumeade.227,0.6,0.0,1.0,1.0,0.615385,0.0,0.0,,0.601538,0.45,0.601538,0.601538,0.561688,0.03985000000000005,True,,
