horizon,zone_name,mae
next_day,COAS,10.67312555934851
next_day,FWES,4.925309460103979
next_day,NCEN,1.572439100309385
next_day,SCEN,17.04273107919279
next_month,COAS,58.94794351566795
next_month,FWES,6.5154135442106815
next_month,NCEN,10.018935918611914
next_month,SCEN,66.71123093070698
