bus_id,kmeans_cluster,kmeans_confidence,zone,average_pd,gmm_cluster,cluster_confidence
CTZ_138KV_1,2,1.0,COAS,402.4516456747405,,1.0
CVN_138KV_1,1,0.24230131993580328,COAS,117.13522880968699,,0.24230131993580328
DESSAU_138KV_1,0,0.9999999807448281,SCEN,180.17962657071052,,0.9999999807448281
DOWGEN_138KV_16,1,0.0,COAS,226.71984201507883,,0.0
SNDSW_138KV_1,1,0.2574370443652021,SCEN,223.0121694082705,,0.2574370443652021
WIN_138KV_1,1,0.054633628039847504,COAS,157.2200470641992,,0.054633628039847504
