bus_id,zone_name,timestamp,date,he,actual_pd,predicted_pd,model,horizon
CHEROKEE_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,96.05,48.561,baseline_lag_168h,next_day
CTZ_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,635.975,645.196,baseline_lag_168h,next_day
CVN_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,90.673,91.987,baseline_lag_168h,next_day
DOWGEN_138KV_16,COAS,2022-04-01 11:00:00,2022-04-01,12,181.767,184.403,baseline_lag_168h,next_day
DUN_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,87.721,88.992,baseline_lag_168h,next_day
FL_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,86.561,87.816,baseline_lag_168h,next_day
FZ_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,91.095,92.415,baseline_lag_168h,next_day
GN_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,124.306,126.108,baseline_lag_168h,next_day
HAT_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,77.388,78.51,baseline_lag_168h,next_day
MAR_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,84.558,85.784,baseline_lag_168h,next_day
RNG_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,85.823,87.067,baseline_lag_168h,next_day
SPW_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,99.951,101.4,baseline_lag_168h,next_day
WF_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,92.992,94.341,baseline_lag_168h,next_day
WIN_138KV_1,COAS,2022-04-01 11:00:00,2022-04-01,12,145.604,147.715,baseline_lag_168h,next_day
BI_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,93.99,94.43,baseline_lag_168h,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,96.742,48.491,baseline_lag_168h,next_day
CTZ_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,643.43,646.443,baseline_lag_168h,next_day
CVN_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,91.767,92.197,baseline_lag_168h,next_day
DOWGEN_138KV_16,COAS,2022-04-01 12:00:00,2022-04-01,13,182.582,183.437,baseline_lag_168h,next_day
DUN_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,88.275,88.688,baseline_lag_168h,next_day
FL_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,87.957,88.369,baseline_lag_168h,next_day
FZ_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,93.884,94.324,baseline_lag_168h,next_day
GN_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,125.532,126.12,baseline_lag_168h,next_day
HAT_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,77.267,77.628,baseline_lag_168h,next_day
MAR_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,86.581,86.986,baseline_lag_168h,next_day
RNG_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,86.264,86.667,baseline_lag_168h,next_day
SPW_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,101.188,101.661,baseline_lag_168h,next_day
WF_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,89.333,89.751,baseline_lag_168h,next_day
WIN_138KV_1,COAS,2022-04-01 12:00:00,2022-04-01,13,146.172,146.856,baseline_lag_168h,next_day
BI_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,96.157,96.086,baseline_lag_168h,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,98.505,49.056,baseline_lag_168h,next_day
CTZ_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,664.027,663.539,baseline_lag_168h,next_day
CVN_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,92.208,92.14,baseline_lag_168h,next_day
DOWGEN_138KV_16,COAS,2022-04-01 13:00:00,2022-04-01,14,183.989,183.854,baseline_lag_168h,next_day
DUN_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,88.793,88.728,baseline_lag_168h,next_day
FL_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,89.967,89.901,baseline_lag_168h,next_day
FZ_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,97.971,97.899,baseline_lag_168h,next_day
GN_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,126.679,126.586,baseline_lag_168h,next_day
HAT_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,77.48,77.424,baseline_lag_168h,next_day
MAR_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,89.006,88.941,baseline_lag_168h,next_day
RNG_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,87.299,87.235,baseline_lag_168h,next_day
SPW_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,104.588,104.511,baseline_lag_168h,next_day
WF_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,100.639,100.565,baseline_lag_168h,next_day
WIN_138KV_1,COAS,2022-04-01 13:00:00,2022-04-01,14,147.704,147.595,baseline_lag_168h,next_day
BI_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,96.176,95.426,baseline_lag_168h,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,97.581,48.142,baseline_lag_168h,next_day
CTZ_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,674.097,668.838,baseline_lag_168h,next_day
CVN_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,93.15,92.424,baseline_lag_168h,next_day
DOWGEN_138KV_16,COAS,2022-04-01 14:00:00,2022-04-01,15,186.3,184.847,baseline_lag_168h,next_day
DUN_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,90.233,89.529,baseline_lag_168h,next_day
FL_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,92.286,91.566,baseline_lag_168h,next_day
FZ_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,102.119,101.323,baseline_lag_168h,next_day
GN_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,128.055,127.056,baseline_lag_168h,next_day
HAT_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,78.994,78.378,baseline_lag_168h,next_day
MAR_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,92.178,91.459,baseline_lag_168h,next_day
