rows,p50_mae,p50_rmse,p10_p90_coverage,mean_interval_width,peak_interval_width,non_peak_interval_width
14400,31.826610833524814,65.66385301281296,0.4666666666666667,46.69827788300346,186.77502624996205,31.708515142627817
