bus_id,kmeans_cluster,kmeans_confidence,zone,average_pd,gmm_cluster,cluster_confidence
CTZ_138KV_1,0,0.49673344493925986,COAS,455.70353260429323,,0.49673344493925986
CVN_138KV_1,0,0.35790118052638664,COAS,128.2548309126258,,0.35790118052638664
DESSAU_138KV_1,1,1.0,SCEN,179.2344556463129,,1.0
DOWGEN_138KV_16,0,0.0,COAS,240.45921037299365,,0.0
SNDSW_138KV_1,2,0.9999999539344302,SCEN,299.21572428171584,,0.9999999539344302
WIN_138KV_1,0,0.22779201358969314,COAS,166.01593762495003,,0.22779201358969314
