bus_id,zone_name,timestamp,date,he,actual_pd,p10,p50,p90,interval_width,covered_p10_p90,peak_load_flag
SMI_138KV_1,SCEN,2022-04-01 07:00:00,2022-04-01,8,55.412,51.28862967174728,57.326751087602375,81.89383736122572,30.60520768947844,True,False
SNDSW_138KV_1,SCEN,2022-04-01 07:00:00,2022-04-01,8,188.157,134.65758911231177,160.77238468326797,188.8433657400856,54.18577662777383,True,False
DESSAU_138KV_1,SCEN,2022-04-01 08:00:00,2022-04-01,9,149.611,117.37655930602439,134.56097522415192,171.91364825322765,54.53708894720326,True,False
SMI_138KV_1,SCEN,2022-04-01 08:00:00,2022-04-01,9,56.56,52.765354894131164,58.373672548843146,81.54856528214764,28.78321038801647,True,False
SNDSW_138KV_1,SCEN,2022-04-01 08:00:00,2022-04-01,9,191.382,134.87345842876246,158.75444719896709,188.29668745807632,53.42322902931386,False,False
DESSAU_138KV_1,SCEN,2022-04-01 09:00:00,2022-04-01,10,154.275,117.84999395072028,137.17834775599965,172.92439652296704,55.07440257224677,True,False
SMI_138KV_1,SCEN,2022-04-01 09:00:00,2022-04-01,10,58.286,53.12798209935693,58.49060700327155,80.85137010029119,27.723388000934264,True,False
SNDSW_138KV_1,SCEN,2022-04-01 09:00:00,2022-04-01,10,195.739,135.30378088690702,160.76014477789727,188.6530877188528,53.34930683194577,False,False
DESSAU_138KV_1,SCEN,2022-04-01 10:00:00,2022-04-01,11,156.283,118.02998664088994,137.33258344838003,172.55674070941603,54.52675406852609,True,False
SMI_138KV_1,SCEN,2022-04-01 10:00:00,2022-04-01,11,59.007,52.83334159437926,57.89675423951135,80.85137010029119,28.01802850591193,True,False
SNDSW_138KV_1,SCEN,2022-04-01 10:00:00,2022-04-01,11,197.858,135.35470857282246,161.21524539028832,188.6530877188528,53.29837914603033,False,False
DESSAU_138KV_1,SCEN,2022-04-01 11:00:00,2022-04-01,12,157.135,118.09402514208989,137.30633088954158,172.55674070941603,54.46271556732614,True,False
