bus_id,zone_name,timestamp,date,he,actual_pd,predicted_pd,model,run_name,forecast_horizon
CVN_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,93.15,91.55533178138612,next_day_lightgbm,next_day_lightgbm,next_day
DOWGEN_138KV_16,COAS,2022-04-01 14:00:00,2022-04-01,15,186.3,184.6388419908664,next_day_lightgbm,next_day_lightgbm,next_day
GN_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,128.055,118.92859255784892,next_day_lightgbm,next_day_lightgbm,next_day
HAT_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,78.994,79.95674485592355,next_day_lightgbm,next_day_lightgbm,next_day
RNG_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,88.287,86.06520257759699,next_day_lightgbm,next_day_lightgbm,next_day
SPW_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,109.144,105.16688180629299,next_day_lightgbm,next_day_lightgbm,next_day
WIN_138KV_1,COAS,2022-04-01 14:00:00,2022-04-01,15,150.532,135.17260798148982,next_day_lightgbm,next_day_lightgbm,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,98.825,87.45481483763035,next_day_lightgbm,next_day_lightgbm,next_day
CTZ_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,680.345,663.1945891350124,next_day_lightgbm,next_day_lightgbm,next_day
CVN_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,94.758,92.41366091746055,next_day_lightgbm,next_day_lightgbm,next_day
DOWGEN_138KV_16,COAS,2022-04-01 15:00:00,2022-04-01,16,189.296,187.3264302712925,next_day_lightgbm,next_day_lightgbm,next_day
GN_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,128.946,119.01626282216407,next_day_lightgbm,next_day_lightgbm,next_day
HAT_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,80.138,80.11402642338365,next_day_lightgbm,next_day_lightgbm,next_day
RNG_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,89.811,87.8300992495195,next_day_lightgbm,next_day_lightgbm,next_day
SPW_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,113.886,107.14696126361365,next_day_lightgbm,next_day_lightgbm,next_day
WIN_138KV_1,COAS,2022-04-01 15:00:00,2022-04-01,16,153.899,137.70986128144258,next_day_lightgbm,next_day_lightgbm,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 16:00:00,2022-04-01,17,99.641,91.30522457788919,next_day_lightgbm,next_day_lightgbm,next_day
CTZ_138KV_1,COAS,2022-04-01 16:00:00,2022-04-01,17,686.194,679.1144061314399,next_day_lightgbm,next_day_lightgbm,next_day
CVN_138KV_1,COAS,2022-04-01 16:00:00,2022-04-01,17,97.181,97.11245882441494,next_day_lightgbm,next_day_lightgbm,next_day
DOWGEN_138KV_16,COAS,2022-04-01 16:00:00,2022-04-01,17,192.573,192.13468704091056,next_day_lightgbm,next_day_lightgbm,next_day
GN_138KV_1,COAS,2022-04-01 16:00:00,2022-04-01,17,130.059,121.81443827759598,next_day_lightgbm,next_day_lightgbm,next_day
HAT_138KV_1,COAS,2022-04-01 16:00:00,2022-04-01,17,80.071,83.22513274941355,next_day_lightgbm,next_day_lightgbm,next_day
RNG_138KV_1,COAS,2022-04-01 16:00:00,2022-04-01,17,91.701,90.5202199394862,next_day_lightgbm,next_day_lightgbm,next_day
SPW_138KV_1,COAS,2022-04-01 16:00:00,2022-04-01,17,117.534,110.08384561070268,next_day_lightgbm,next_day_lightgbm,next_day
WIN_138KV_1,COAS,2022-04-01 16:00:00,2022-04-01,17,155.557,142.11152999963946,next_day_lightgbm,next_day_lightgbm,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 17:00:00,2022-04-01,18,98.959,92.7220548901179,next_day_lightgbm,next_day_lightgbm,next_day
CTZ_138KV_1,COAS,2022-04-01 17:00:00,2022-04-01,18,690.351,679.0998495490417,next_day_lightgbm,next_day_lightgbm,next_day
CVN_138KV_1,COAS,2022-04-01 17:00:00,2022-04-01,18,98.396,98.38531395408447,next_day_lightgbm,next_day_lightgbm,next_day
DOWGEN_138KV_16,COAS,2022-04-01 17:00:00,2022-04-01,18,193.753,192.87530051242857,next_day_lightgbm,next_day_lightgbm,next_day
GN_138KV_1,COAS,2022-04-01 17:00:00,2022-04-01,18,127.78,120.05662896038147,next_day_lightgbm,next_day_lightgbm,next_day
HAT_138KV_1,COAS,2022-04-01 17:00:00,2022-04-01,18,80.158,83.36184784107778,next_day_lightgbm,next_day_lightgbm,next_day
RNG_138KV_1,COAS,2022-04-01 17:00:00,2022-04-01,18,91.979,91.91199282429598,next_day_lightgbm,next_day_lightgbm,next_day
SPW_138KV_1,COAS,2022-04-01 17:00:00,2022-04-01,18,116.297,111.42132596391929,next_day_lightgbm,next_day_lightgbm,next_day
WIN_138KV_1,COAS,2022-04-01 17:00:00,2022-04-01,18,155.7,144.2505867472534,next_day_lightgbm,next_day_lightgbm,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 18:00:00,2022-04-01,19,95.393,91.87362707544553,next_day_lightgbm,next_day_lightgbm,next_day
CTZ_138KV_1,COAS,2022-04-01 18:00:00,2022-04-01,19,674.596,675.3524479017293,next_day_lightgbm,next_day_lightgbm,next_day
CVN_138KV_1,COAS,2022-04-01 18:00:00,2022-04-01,19,96.154,101.19409130782584,next_day_lightgbm,next_day_lightgbm,next_day
DOWGEN_138KV_16,COAS,2022-04-01 18:00:00,2022-04-01,19,186.983,192.5045436553076,next_day_lightgbm,next_day_lightgbm,next_day
GN_138KV_1,COAS,2022-04-01 18:00:00,2022-04-01,19,119.948,117.06662748004217,next_day_lightgbm,next_day_lightgbm,next_day
HAT_138KV_1,COAS,2022-04-01 18:00:00,2022-04-01,19,78.009,84.78069104960481,next_day_lightgbm,next_day_lightgbm,next_day
RNG_138KV_1,COAS,2022-04-01 18:00:00,2022-04-01,19,88.222,92.01954876159503,next_day_lightgbm,next_day_lightgbm,next_day
SPW_138KV_1,COAS,2022-04-01 18:00:00,2022-04-01,19,111.582,110.82589576204568,next_day_lightgbm,next_day_lightgbm,next_day
WIN_138KV_1,COAS,2022-04-01 18:00:00,2022-04-01,19,150.152,141.01939418338813,next_day_lightgbm,next_day_lightgbm,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 19:00:00,2022-04-01,20,92.113,90.51027758395104,next_day_lightgbm,next_day_lightgbm,next_day
CTZ_138KV_1,COAS,2022-04-01 19:00:00,2022-04-01,20,667.114,671.754138172656,next_day_lightgbm,next_day_lightgbm,next_day
CVN_138KV_1,COAS,2022-04-01 19:00:00,2022-04-01,20,93.58,100.67021560766116,next_day_lightgbm,next_day_lightgbm,next_day
DOWGEN_138KV_16,COAS,2022-04-01 19:00:00,2022-04-01,20,180.349,190.33821892614114,next_day_lightgbm,next_day_lightgbm,next_day
GN_138KV_1,COAS,2022-04-01 19:00:00,2022-04-01,20,111.814,113.5099577620724,next_day_lightgbm,next_day_lightgbm,next_day
HAT_138KV_1,COAS,2022-04-01 19:00:00,2022-04-01,20,75.556,82.67439205125527,next_day_lightgbm,next_day_lightgbm,next_day
RNG_138KV_1,COAS,2022-04-01 19:00:00,2022-04-01,20,85.826,90.16242545118361,next_day_lightgbm,next_day_lightgbm,next_day
SPW_138KV_1,COAS,2022-04-01 19:00:00,2022-04-01,20,108.88,109.54866499808566,next_day_lightgbm,next_day_lightgbm,next_day
WIN_138KV_1,COAS,2022-04-01 19:00:00,2022-04-01,20,144.3,139.68215808804257,next_day_lightgbm,next_day_lightgbm,next_day
CHEROKEE_138KV_1,COAS,2022-04-01 20:00:00,2022-04-01,21,93.124,91.31058943047601,next_day_lightgbm,next_day_lightgbm,next_day
CTZ_138KV_1,COAS,2022-04-01 20:00:00,2022-04-01,21,684.574,686.8570726121285,next_day_lightgbm,next_day_lightgbm,next_day
CVN_138KV_1,COAS,2022-04-01 20:00:00,2022-04-01,21,94.505,101.75161219712435,next_day_lightgbm,next_day_lightgbm,next_day
DOWGEN_138KV_16,COAS,2022-04-01 20:00:00,2022-04-01,21,182.744,191.33247662512113,next_day_lightgbm,next_day_lightgbm,next_day
GN_138KV_1,COAS,2022-04-01 20:00:00,2022-04-01,21,110.751,113.08398413714885,next_day_lightgbm,next_day_lightgbm,next_day
HAT_138KV_1,COAS,2022-04-01 20:00:00,2022-04-01,21,75.604,84.3806158256402,next_day_lightgbm,next_day_lightgbm,next_day
RNG_138KV_1,COAS,2022-04-01 20:00:00,2022-04-01,21,87.496,88.93920010606203,next_day_lightgbm,next_day_lightgbm,next_day
SPW_138KV_1,COAS,2022-04-01 20:00:00,2022-04-01,21,107.247,106.30992911441403,next_day_lightgbm,next_day_lightgbm,next_day
WIN_138KV_1,COAS,2022-04-01 20:00:00,2022-04-01,21,145.792,136.4934410169873,next_day_lightgbm,next_day_lightgbm,next_day
