date,pd
2022-06-06,1401178.632
2022-06-07,1419091.183
2022-06-08,1386847.803
2022-06-09,1390671.693
2022-06-10,1426096.126
2022-06-11,1452555.399
2022-06-12,1461870.332
2022-06-13,1487940.081
2022-06-14,1457724.785
2022-06-15,1449188.757
2022-06-16,1463808.009
2022-06-17,1441917.762
2022-06-18,1395841.074
2022-06-19,1408006.104
2022-06-20,1473244.718
2022-06-21,1488016.156
2022-06-22,1467688.806
2022-06-23,1490920.179
2022-06-24,1499944.616
2022-06-25,1446328.942
2022-06-26,1427192.804
2022-06-27,1385424.309
2022-06-28,1306214.512
2022-06-29,1325229.707
2022-06-30,1356642.943
2022-07-01,1380980.84
2022-07-02,1395783.575
2022-07-03,1405019.914
2022-07-04,1425341.349
2022-07-05,1493340.884
2022-07-06,1501077.663
2022-07-07,1508716.319
2022-07-08,1528983.262
2022-07-09,1508565.667
2022-07-10,1500646.94
2022-07-11,1547566.884
2022-07-12,1534335.033
2022-07-13,1467284.823
2022-07-14,1427888.412
2022-07-15,1369069.165
2022-07-16,1407516.519
2022-07-17,1440197.709
2022-07-18,1525967.565
2022-07-19,1565749.634
2022-07-20,1509492.916
2022-07-21,1530941.311
2022-07-22,1460623.198
2022-07-23,1436528.055
2022-07-24,1464250.188
2022-07-25,1528111.155
2022-07-26,1522350.791
2022-07-27,1510591.243
2022-07-28,1499512.1469999999
2022-07-29,1493371.256
2022-07-30,1449947.546
2022-07-31,1450305.148
2022-08-01,1491264.467
2022-08-02,1535466.387
2022-08-03,1548884.623
2022-08-04,1535048.586
2022-08-05,1478720.345
2022-08-06,1388619.793
2022-08-07,1414278.409
2022-08-08,1483962.658
2022-08-09,1455300.71
2022-08-10,1418100.098
2022-08-11,1406066.151
2022-08-12,1421978.784
2022-08-13,1394380.957
2022-08-14,1352966.682
2022-08-15,1430648.073
2022-08-16,1456972.314
2022-08-17,1485815.005
2022-08-18,1345664.541
2022-08-19,1275619.2719999999
2022-08-20,1297250.73
2022-08-21,1272042.651
2022-08-22,1281818.332
2022-08-23,1255349.326
2022-08-24,1274745.274
2022-08-25,1309845.048
2022-08-26,1337706.583
2022-08-27,1339776.759
2022-08-28,1375671.091
2022-08-29,1365359.977
2022-08-30,1258611.476
2022-08-31,1270117.707
2022-09-01,1247645.189
2022-09-02,1239252.441
2022-09-03,1199820.244
2022-09-04,1124402.494
2022-09-05,1176926.395
2022-09-06,1274802.513
2022-09-07,1290211.887
2022-09-08,1271906.852
2022-09-09,1257897.217
2022-09-10,1228280.875
2022-09-11,1194947.1
2022-09-12,1224373.922
2022-09-13,1243561.17
2022-09-14,1230513.0
